afid,authid,authname,author-url,dc:identifier,given-name,initials,surname
60071457,55753906600,Estuar M.,https://api.elsevier.com/content/author/author_id/55753906600,SCOPUS_ID:85071090354,Maria Regina Justina E.,M.R.J.E.,Estuar
60108562,57193812309,Alipio M.,https://api.elsevier.com/content/author/author_id/57193812309,SCOPUS_ID:85066745533,Melchizedek I.,M.I.,Alipio
60108562,57209181643,Co A.,https://api.elsevier.com/content/author/author_id/57209181643,SCOPUS_ID:85066745533,Alex Gyran A.,A.G.A.,Co
60108562,57209173171,Hilario M.,https://api.elsevier.com/content/author/author_id/57209173171,SCOPUS_ID:85066745533,Melinda Faye C.,M.F.C.,Hilario
60108562,57209179336,Pama C.,https://api.elsevier.com/content/author/author_id/57209179336,SCOPUS_ID:85066745533,Christian Miguel C.,C.M.C.,Pama
119601925,55991266000,Oluyinka S.,https://api.elsevier.com/content/author/author_id/55991266000,SCOPUS_ID:85067237931,Solomon,S.,Oluyinka
60108103,57207729399,Endozo A.,https://api.elsevier.com/content/author/author_id/57207729399,SCOPUS_ID:85067237931,Anatalia N.,A.N.,Endozo
60071494,57209249505,Laconico K.,https://api.elsevier.com/content/author/author_id/57209249505,SCOPUS_ID:85067012926,K. C.C.,K.C.C.,Laconico
60071494,57191840913,Aguirre R.,https://api.elsevier.com/content/author/author_id/57191840913,SCOPUS_ID:85067012926,R. A.,R.A.,Aguirre
60071494,57209253194,Dilao P.,https://api.elsevier.com/content/author/author_id/57209253194,SCOPUS_ID:85066998066,P. J.C.,P.J.C.,Dilao
60071494,57209243603,Agno K.,https://api.elsevier.com/content/author/author_id/57209243603,SCOPUS_ID:85066998066,K. C.,K.C.,Agno
60120633,57210175503,Muyco S.,https://api.elsevier.com/content/author/author_id/57210175503,SCOPUS_ID:85069770518,Stella D.,S.D.,Muyco
60105070,35758895900,Hernandez A.,https://api.elsevier.com/content/author/author_id/35758895900,SCOPUS_ID:85069770518,Alexander A.,A.A.,Hernandez
101853621,57201384790,Ocampo A.,https://api.elsevier.com/content/author/author_id/57201384790,SCOPUS_ID:85069214247,Ardee Joy T.,A.J.T.,Ocampo
117190680,57201379169,Pagudpud M.,https://api.elsevier.com/content/author/author_id/57201379169,SCOPUS_ID:85069187575,Melidiossa V.,M.V.,Pagudpud
60071457,57209984020,Asuncion A.,https://api.elsevier.com/content/author/author_id/57209984020,SCOPUS_ID:85069174651,Aldrich Ellis C.,A.E.C.,Asuncion
60071457,57209977132,Guadalupe B.,https://api.elsevier.com/content/author/author_id/57209977132,SCOPUS_ID:85069174651,Brian Christopher T.,B.C.T.,Guadalupe
60071457,42862791700,Yu W.,https://api.elsevier.com/content/author/author_id/42862791700,SCOPUS_ID:85069174651,William Emmanuel S.,W.E.S.,Yu
60108106,57201382168,Padirayon L.,https://api.elsevier.com/content/author/author_id/57201382168,SCOPUS_ID:85069165285,Lourdes M.,L.M.,Padirayon
60071457,57209136194,Abrigo A.,https://api.elsevier.com/content/author/author_id/57209136194,SCOPUS_ID:85066632515,Angelu Bianca C.,A.B.C.,Abrigo
60071457,55753906600,Estuar M.,https://api.elsevier.com/content/author/author_id/55753906600,SCOPUS_ID:85066632515,Ma Regina Justina E.,M.R.J.E.,Estuar
60105070,57209911457,Amazona M.,https://api.elsevier.com/content/author/author_id/57209911457,SCOPUS_ID:85069056404,Mayreen V.,M.V.,Amazona
60105070,35758895900,Hernandez A.,https://api.elsevier.com/content/author/author_id/35758895900,SCOPUS_ID:85069056404,Alexander A.,A.A.,Hernandez
"60004526,60071464",56487306700,Samson B.,https://api.elsevier.com/content/author/author_id/56487306700,SCOPUS_ID:85067605643,Briane Paul V.,B.P.V.,Samson
,7102246553,Sumi Y.,https://api.elsevier.com/content/author/author_id/7102246553,SCOPUS_ID:85067605643,Yasuyuki,Y.,Sumi
60008435,35253287600,Fujita K.,https://api.elsevier.com/content/author/author_id/35253287600,SCOPUS_ID:85067316238,Kazuyuki,K.,Fujita
119079750,36092268700,Tedjasaputra A.,https://api.elsevier.com/content/author/author_id/36092268700,SCOPUS_ID:85067316238,Adi,A.,Tedjasaputra
60032144,12646091900,Lee U.,https://api.elsevier.com/content/author/author_id/12646091900,SCOPUS_ID:85067316238,Uichin,U.,Lee
60031126,57163981500,Miyafuji S.,https://api.elsevier.com/content/author/author_id/57163981500,SCOPUS_ID:85067316238,Shio,S.,Miyafuji
60021005,24070212800,Ghazali M.,https://api.elsevier.com/content/author/author_id/24070212800,SCOPUS_ID:85067316238,Masitah,M.,Ghazali
123158927,57209304242,Seo K.,https://api.elsevier.com/content/author/author_id/57209304242,SCOPUS_ID:85067316238,Kyoungwon,K.,Seo
122705617,55129564700,Sari E.,https://api.elsevier.com/content/author/author_id/55129564700,SCOPUS_ID:85067316238,Eunice,E.,Sari
60017161,14824449600,Do E.,https://api.elsevier.com/content/author/author_id/14824449600,SCOPUS_ID:85067316238,Ellen Yi Luen,E.Y.L.,Do
117557034,55533802300,Monserrat T.,https://api.elsevier.com/content/author/author_id/55533802300,SCOPUS_ID:85067316238,Toni Jan Keith,T.J.K.,Monserrat
60014256,57188765310,Takada R.,https://api.elsevier.com/content/author/author_id/57188765310,SCOPUS_ID:85067316238,Ryosuke,R.,Takada
60008435,57203515798,Wang X.,https://api.elsevier.com/content/author/author_id/57203515798,SCOPUS_ID:85067316238,Xiyue,X.,Wang
60016912,33067745400,Kim J.,https://api.elsevier.com/content/author/author_id/33067745400,SCOPUS_ID:85067316238,Jinwoo,J.,Kim
60032144,39361826000,Kim J.,https://api.elsevier.com/content/author/author_id/39361826000,SCOPUS_ID:85067316238,Juho,J.,Kim
60029322,56101504900,Liu Z.,https://api.elsevier.com/content/author/author_id/56101504900,SCOPUS_ID:85067316238,Zhengjie,Z.,Liu
60005038,57202446193,Matsufuji A.,https://api.elsevier.com/content/author/author_id/57202446193,SCOPUS_ID:85067316238,Akihiro,A.,Matsufuji
60012614,39362715700,Wacharamanotham C.,https://api.elsevier.com/content/author/author_id/39362715700,SCOPUS_ID:85067316238,Chat,C.,Wacharamanotham
60103462,14051443600,Chintakovid T.,https://api.elsevier.com/content/author/author_id/14051443600,SCOPUS_ID:85067316238,Thippaya,T.,Chintakovid
60008435,7401509098,Kitamura Y.,https://api.elsevier.com/content/author/author_id/7401509098,SCOPUS_ID:85067316238,Yoshifumi,Y.,Kitamura
60120633,57211253612,Romano A.,https://api.elsevier.com/content/author/author_id/57211253612,SCOPUS_ID:85073253682,Aiza M.,A.M.,Romano
60105070,35758895900,Hernandez A.,https://api.elsevier.com/content/author/author_id/35758895900,SCOPUS_ID:85073253682,Alexander A.,A.A.,Hernandez
114674995,57209978158,Rola J.,https://api.elsevier.com/content/author/author_id/57209978158,SCOPUS_ID:85069230215,Jude B.,J.B.,Rola
114674995,57208204167,Romana C.,https://api.elsevier.com/content/author/author_id/57208204167,SCOPUS_ID:85069230215,Cherry Lyn C.Sta,C.L.C.S.,Romana
114674995,57209985131,Feliscuzo L.,https://api.elsevier.com/content/author/author_id/57209985131,SCOPUS_ID:85069230215,Larmie S.,L.S.,Feliscuzo
60071452,56105549200,Lopez I.,https://api.elsevier.com/content/author/author_id/56105549200,SCOPUS_ID:85069230215,Ivy Fe M.,I.F.M.,Lopez
60120633,57209977466,Mendoza H.,https://api.elsevier.com/content/author/author_id/57209977466,SCOPUS_ID:85069146189,Harwin C.,H.C.,Mendoza
121770894,54407677800,Sison A.,https://api.elsevier.com/content/author/author_id/54407677800,SCOPUS_ID:85069146189,Ariel M.,A.M.,Sison
60120633,57198792998,Medina R.,https://api.elsevier.com/content/author/author_id/57198792998,SCOPUS_ID:85069146189,Ruji P.,R.P.,Medina
60071457,56118961100,Mayuga G.,https://api.elsevier.com/content/author/author_id/56118961100,SCOPUS_ID:85068778906,Gian Paolo T.,G.P.T.,Mayuga
60071464,55646625100,Magsino E.,https://api.elsevier.com/content/author/author_id/55646625100,SCOPUS_ID:85068778906,Elmer R.,E.R.,Magsino
60071464,54418624900,Gustilo R.,https://api.elsevier.com/content/author/author_id/54418624900,SCOPUS_ID:85068777928,Reggie C.,R.C.,Gustilo
60071464,57209800200,Danting J.,https://api.elsevier.com/content/author/author_id/57209800200,SCOPUS_ID:85068777928,Jules Raphael A.,J.R.A.,Danting
60071464,57209807452,De Vera L.,https://api.elsevier.com/content/author/author_id/57209807452,SCOPUS_ID:85068777928,Luis Paolo M.,L.P.M.,De Vera
60071464,57209793762,Ramos B.,https://api.elsevier.com/content/author/author_id/57209793762,SCOPUS_ID:85068777928,Brian Justin,B.J.,Ramos
60071496,57201096902,Villanueva L.,https://api.elsevier.com/content/author/author_id/57201096902,SCOPUS_ID:85068777928,Lolit,L.,Villanueva
"60071496,60071440",57209797325,De La Cruz J.,https://api.elsevier.com/content/author/author_id/57209797325,SCOPUS_ID:85068771279,Jullie Ann I.,J.A.I.,De La Cruz
60071440,6508259019,Tarranza N.,https://api.elsevier.com/content/author/author_id/6508259019,SCOPUS_ID:85068771279,Nathaniel C.,N.C.,Tarranza
"101954615,101954615",57209805370,Patulin E.,https://api.elsevier.com/content/author/author_id/57209805370,SCOPUS_ID:85068766144,Elvis P.,E.P.,Patulin
"101954615,101954615",57209801147,Talingting R.,https://api.elsevier.com/content/author/author_id/57209801147,SCOPUS_ID:85068766144,Ronita E.,R.E.,Talingting
101954615,57209805370,Patulin E.,https://api.elsevier.com/content/author/author_id/57209805370,SCOPUS_ID:85068739445,Elvis P.,E.P.,Patulin
101954615,57209801147,Talingting R.,https://api.elsevier.com/content/author/author_id/57209801147,SCOPUS_ID:85068739445,Ronita E.,R.E.,Talingting
122504635,57208599970,Salem A.,https://api.elsevier.com/content/author/author_id/57208599970,SCOPUS_ID:85065239643,Arcel R.,A.R.,Salem
120496632,57208592803,Pasia E.,https://api.elsevier.com/content/author/author_id/57208592803,SCOPUS_ID:85065239643,Erwil V.,E.V.,Pasia
122504635,57189091138,Lowaton A.,https://api.elsevier.com/content/author/author_id/57189091138,SCOPUS_ID:85065239643,Allenn C.,A.C.,Lowaton
60071491,57211118467,Zeno A.,https://api.elsevier.com/content/author/author_id/57211118467,SCOPUS_ID:85074943463,Aldrich,A.,Zeno
60071491,36700229200,Orillaza J.,https://api.elsevier.com/content/author/author_id/36700229200,SCOPUS_ID:85074943463,Jordan Rel,J.R.,Orillaza
123341755,57211397026,Candrianto,https://api.elsevier.com/content/author/author_id/57211397026,SCOPUS_ID:85073759626,,,Candrianto
123341755,57211387943,Gusti M.,https://api.elsevier.com/content/author/author_id/57211387943,SCOPUS_ID:85073759626,Mia Ayu,M.A.,Gusti
60071464,55976250500,Del Rosario J.,https://api.elsevier.com/content/author/author_id/55976250500,SCOPUS_ID:85068805302,Jay Robert B.,J.R.B.,Del Rosario
101954615,57209801147,Talingting R.,https://api.elsevier.com/content/author/author_id/57209801147,SCOPUS_ID:85068804368,Ronita E.,R.E.,Talingting
101954615,57209797620,Gamboa G.,https://api.elsevier.com/content/author/author_id/57209797620,SCOPUS_ID:85068802055,Gregorio Z.,G.Z.,Gamboa
60071464,57209799879,Sayoc V.,https://api.elsevier.com/content/author/author_id/57209799879,SCOPUS_ID:85068799919,Vincent Rafael,V.R.,Sayoc
60071464,57209799997,Dolores T.,https://api.elsevier.com/content/author/author_id/57209799997,SCOPUS_ID:85068799919,Tomm Kenzo,T.K.,Dolores
60071464,57209801443,Lim M.,https://api.elsevier.com/content/author/author_id/57209801443,SCOPUS_ID:85068799919,Markquis Casslin,M.C.,Lim
60071464,57209796296,Miguel L.,https://api.elsevier.com/content/author/author_id/57209796296,SCOPUS_ID:85068799919,Lia Sophia San,L.S.S.,Miguel
60071464,57209803498,Bailon M.,https://api.elsevier.com/content/author/author_id/57209803498,SCOPUS_ID:85068799598,Mark Renier M.,M.R.M.,Bailon
60071464,26644208900,Materum L.,https://api.elsevier.com/content/author/author_id/26644208900,SCOPUS_ID:85068799598,Lawrence,L.,Materum
60071464,56771232900,Africa A.,https://api.elsevier.com/content/author/author_id/56771232900,SCOPUS_ID:85068792038,Aaron Don M.,A.D.M.,Africa
60071464,57209808399,Alcantara C.,https://api.elsevier.com/content/author/author_id/57209808399,SCOPUS_ID:85068792038,Charmaine Rose S.,C.R.S.,Alcantara
60071464,57209799715,Lagula M.,https://api.elsevier.com/content/author/author_id/57209799715,SCOPUS_ID:85068792038,Marc Erwin O.,M.E.O.,Lagula
60071464,57209799798,Latina A.,https://api.elsevier.com/content/author/author_id/57209799798,SCOPUS_ID:85068792038,Adolfo A.,A.A.,Latina
60071464,57209799540,Te C.,https://api.elsevier.com/content/author/author_id/57209799540,SCOPUS_ID:85068792038,Charmaine D.,C.D.,Te
60071464,56771232900,Africa A.,https://api.elsevier.com/content/author/author_id/56771232900,SCOPUS_ID:85068791784,Aaron Don M.,A.D.M.,Africa
60071464,57209793527,Arevalo P.,https://api.elsevier.com/content/author/author_id/57209793527,SCOPUS_ID:85068791784,Patrick Bernard T.,P.B.T.,Arevalo
60071464,57209806579,Publico A.,https://api.elsevier.com/content/author/author_id/57209806579,SCOPUS_ID:85068791784,Arsenic S.,A.S.,Publico
60071464,57209808578,Tan M.,https://api.elsevier.com/content/author/author_id/57209808578,SCOPUS_ID:85068791784,Mharela Angela A.,M.A.A.,Tan
60071464,57209807900,Lao J.,https://api.elsevier.com/content/author/author_id/57209807900,SCOPUS_ID:85068783030,Jonathan U.,J.U.,Lao
60071464,57209801150,Enrique M.,https://api.elsevier.com/content/author/author_id/57209801150,SCOPUS_ID:85068783030,Martin Paolo D.,M.P.D.,Enrique
101954615,57209797232,Carnicer M.,https://api.elsevier.com/content/author/author_id/57209797232,SCOPUS_ID:85068778110,Marilou B.,M.B.,Carnicer
60071464,57209807955,Cheng S.,https://api.elsevier.com/content/author/author_id/57209807955,SCOPUS_ID:85068777713,Sven Erikson L.,S.E.L.,Cheng
60071464,57209793428,Lim L.,https://api.elsevier.com/content/author/author_id/57209793428,SCOPUS_ID:85068777713,Lindsey Gjames B.,L.G.B.,Lim
60071464,57209797207,Ramos J.,https://api.elsevier.com/content/author/author_id/57209797207,SCOPUS_ID:85068777713,Jay Herson C.,J.H.C.,Ramos
60105065,57193713474,Velasco J.,https://api.elsevier.com/content/author/author_id/57193713474,SCOPUS_ID:85068774056,Jessica,J.,Velasco
60105065,57209807558,Rojas J.,https://api.elsevier.com/content/author/author_id/57209807558,SCOPUS_ID:85068774056,Jeshurun,J.,Rojas
60105065,57209797205,Ramos J.,https://api.elsevier.com/content/author/author_id/57209797205,SCOPUS_ID:85068774056,John Peter,J.P.,Ramos
60105065,57209794531,Muaña H.,https://api.elsevier.com/content/author/author_id/57209794531,SCOPUS_ID:85068774056,Hannah Mhel,H.M.,Muaña
60105065,57209804354,Salazar K.,https://api.elsevier.com/content/author/author_id/57209804354,SCOPUS_ID:85068774056,Keith Louise,K.L.,Salazar
101954615,57209805370,Patulin E.,https://api.elsevier.com/content/author/author_id/57209805370,SCOPUS_ID:85068771069,Elvis P.,E.P.,Patulin
122836317,57201298762,Panganiban E.,https://api.elsevier.com/content/author/author_id/57201298762,SCOPUS_ID:85068770203,Edward B.,E.B.,Panganiban
60071464,57196370443,Llorente C.,https://api.elsevier.com/content/author/author_id/57196370443,SCOPUS_ID:85068769963,Cesar A.,C.A.,Llorente
60071464,57209808200,Ang J.,https://api.elsevier.com/content/author/author_id/57209808200,SCOPUS_ID:85068769963,Jefferson O.,J.O.,Ang
60071464,57209800670,Chan Shio K.,https://api.elsevier.com/content/author/author_id/57209800670,SCOPUS_ID:85068769963,Kenneth Robert O.,K.R.O.,Chan Shio
60071464,55599031600,Chua J.,https://api.elsevier.com/content/author/author_id/55599031600,SCOPUS_ID:85068769963,John Eric O.,J.E.O.,Chua
60071464,57209798296,Cu E.,https://api.elsevier.com/content/author/author_id/57209798296,SCOPUS_ID:85068769963,Elijah Ivin C.,E.I.C.,Cu
60071464,57209802228,Abello A.,https://api.elsevier.com/content/author/author_id/57209802228,SCOPUS_ID:85068764200,Ara Jyllian A.,A.J.A.,Abello
60071464,57209802192,Domingo G.,https://api.elsevier.com/content/author/author_id/57209802192,SCOPUS_ID:85068764200,Gabrielle Francesca Y.,G.F.Y.,Domingo
60071464,57209794368,Joven M.,https://api.elsevier.com/content/author/author_id/57209794368,SCOPUS_ID:85068764200,Maria Jamelina T.,M.J.T.,Joven
60071464,57209799762,Malubay S.,https://api.elsevier.com/content/author/author_id/57209799762,SCOPUS_ID:85068764200,Samantha Alexis S.,S.A.S.,Malubay
60071464,57209797629,Guanzon J.,https://api.elsevier.com/content/author/author_id/57209797629,SCOPUS_ID:85068762487,Jericho S.,J.S.,Guanzon
60071464,57209808643,Caberte C.,https://api.elsevier.com/content/author/author_id/57209808643,SCOPUS_ID:85068762487,Christopher N.,C.N.,Caberte
60071464,57209793723,Dela Rosa J.,https://api.elsevier.com/content/author/author_id/57209793723,SCOPUS_ID:85068762487,Jabin Gilead P.,J.G.P.,Dela Rosa
60071496,57201096902,Villanueva L.,https://api.elsevier.com/content/author/author_id/57201096902,SCOPUS_ID:85068761434,Lolit,L.,Villanueva
60071496,57209794477,Lofranco R.,https://api.elsevier.com/content/author/author_id/57209794477,SCOPUS_ID:85068761434,Raul R.,R.R.,Lofranco
60071496,57209804668,Lolor P.,https://api.elsevier.com/content/author/author_id/57209804668,SCOPUS_ID:85068761434,Phil Andre E.,P.A.E.,Lolor
60071496,57209798996,Rufino J.,https://api.elsevier.com/content/author/author_id/57209798996,SCOPUS_ID:85068761434,John Rev Y.,J.R.Y.,Rufino
60071496,57209794583,Tumarong M.,https://api.elsevier.com/content/author/author_id/57209794583,SCOPUS_ID:85068761434,Mc Auley,M.A.,Tumarong
101954615,57209805370,Patulin E.,https://api.elsevier.com/content/author/author_id/57209805370,SCOPUS_ID:85068758720,Elvis P.,E.P.,Patulin
60071464,57209803178,Torrizo L.,https://api.elsevier.com/content/author/author_id/57209803178,SCOPUS_ID:85068756344,Lorwin Felimar,L.F.,Torrizo
60071464,56771232900,Africa A.,https://api.elsevier.com/content/author/author_id/56771232900,SCOPUS_ID:85068756344,Aaron Don,A.D.,Africa
60071464,57209807345,Guillermo D.,https://api.elsevier.com/content/author/author_id/57209807345,SCOPUS_ID:85068750523,Daniel Lester C.,D.L.C.,Guillermo
60071464,57209794461,Dim F.,https://api.elsevier.com/content/author/author_id/57209794461,SCOPUS_ID:85068750523,Floyd Robert C.,F.R.C.,Dim
60071464,57209808828,Fernando S.,https://api.elsevier.com/content/author/author_id/57209808828,SCOPUS_ID:85068750523,Sandra Margarita L.,S.M.L.,Fernando
60071464,57209805614,Young L.,https://api.elsevier.com/content/author/author_id/57209805614,SCOPUS_ID:85068750523,Leila Yasmin C.,L.Y.C.,Young
60071464,57209807243,Gan G.,https://api.elsevier.com/content/author/author_id/57209807243,SCOPUS_ID:85068742518,Galen W.,G.W.,Gan
60071464,57209796620,Ong J.,https://api.elsevier.com/content/author/author_id/57209796620,SCOPUS_ID:85068742518,Jim Patrick N.,J.P.N.,Ong
60071464,57209808235,De Guzman M.,https://api.elsevier.com/content/author/author_id/57209808235,SCOPUS_ID:85068742518,Marvin Domenick M.,M.D.M.,De Guzman
