Author 1,Author 2,ID 1,ID 2,Affiliation 1,Affiliation 2,Year,DOI,EID,General Areas,Specific Areas,AUID 1,AUID 2
Courtney Ngo,Divina Medina Amalin,56769130700,6602768637,De La Salle University,De La Salle University,2016,,2-s2.0-84992135106,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-56769130700,AUID-6602768637
Angelyn Lao,Divina Medina Amalin,34976916500,6602768637,De La Salle University,De La Salle University,2016,,2-s2.0-84992135106,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-34976916500,AUID-6602768637
Josyl Mariela B. Rocamora,Jhoanna Rhodette Ibabao Pedrasa,57193648136,24462196100,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-84960157497,Computer Networks and Communications,COMP,AUID-57193648136,AUID-24462196100
Francis George C. Cabarle,Henry N. Adorna,53983599800,36573213900,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-84931078623,Software; Artificial Intelligence,COMP,AUID-53983599800,AUID-36573213900
John Raymond Barajas,Florinda T. Bacani,56730392400,16038876700,De La Salle University,De La Salle University,2016,,2-s2.0-84979992302,Information Systems; Control and Systems Engineering; Information Systems and Management; Computer Networks and Communications,COMP; ENGI; DECI,AUID-56730392400,AUID-16038876700
John Raymond Barajas,Raymond R. Tan,56730392400,56962727300,De La Salle University,De La Salle University,2016,,2-s2.0-84979992302,Information Systems; Control and Systems Engineering; Information Systems and Management; Computer Networks and Communications,COMP; ENGI; DECI,AUID-56730392400,AUID-56962727300
John Raymond Barajas,Aileen H. Orbecido,56730392400,25922503700,De La Salle University,De La Salle University,2016,,2-s2.0-84979992302,Information Systems; Control and Systems Engineering; Information Systems and Management; Computer Networks and Communications,COMP; ENGI; DECI,AUID-56730392400,AUID-25922503700
John Raymond Barajas,Luis F. Razón,56730392400,6507015899,De La Salle University,De La Salle University,2016,,2-s2.0-84979992302,Information Systems; Control and Systems Engineering; Information Systems and Management; Computer Networks and Communications,COMP; ENGI; DECI,AUID-56730392400,AUID-6507015899
John Raymond Barajas,Michelle Almendrala,56730392400,57190437122,De La Salle University,De La Salle University,2016,,2-s2.0-84979992302,Information Systems; Control and Systems Engineering; Information Systems and Management; Computer Networks and Communications,COMP; ENGI; DECI,AUID-56730392400,AUID-57190437122
Florinda T. Bacani,Raymond R. Tan,16038876700,56962727300,De La Salle University,De La Salle University,2016,,2-s2.0-84979992302,Information Systems; Control and Systems Engineering; Information Systems and Management; Computer Networks and Communications,COMP; ENGI; DECI,AUID-16038876700,AUID-56962727300
Florinda T. Bacani,Aileen H. Orbecido,16038876700,25922503700,De La Salle University,De La Salle University,2016,,2-s2.0-84979992302,Information Systems; Control and Systems Engineering; Information Systems and Management; Computer Networks and Communications,COMP; ENGI; DECI,AUID-16038876700,AUID-25922503700
Florinda T. Bacani,Luis F. Razón,16038876700,6507015899,De La Salle University,De La Salle University,2016,,2-s2.0-84979992302,Information Systems; Control and Systems Engineering; Information Systems and Management; Computer Networks and Communications,COMP; ENGI; DECI,AUID-16038876700,AUID-6507015899
Florinda T. Bacani,Michelle Almendrala,16038876700,57190437122,De La Salle University,De La Salle University,2016,,2-s2.0-84979992302,Information Systems; Control and Systems Engineering; Information Systems and Management; Computer Networks and Communications,COMP; ENGI; DECI,AUID-16038876700,AUID-57190437122
Raymond R. Tan,Aileen H. Orbecido,56962727300,25922503700,De La Salle University,De La Salle University,2016,,2-s2.0-84979992302,Information Systems; Control and Systems Engineering; Information Systems and Management; Computer Networks and Communications,COMP; ENGI; DECI,AUID-56962727300,AUID-25922503700
Raymond R. Tan,Luis F. Razón,56962727300,6507015899,De La Salle University,De La Salle University,2016,,2-s2.0-84979992302,Information Systems; Control and Systems Engineering; Information Systems and Management; Computer Networks and Communications,COMP; ENGI; DECI,AUID-56962727300,AUID-6507015899
Raymond R. Tan,Michelle Almendrala,56962727300,57190437122,De La Salle University,De La Salle University,2016,,2-s2.0-84979992302,Information Systems; Control and Systems Engineering; Information Systems and Management; Computer Networks and Communications,COMP; ENGI; DECI,AUID-56962727300,AUID-57190437122
Aileen H. Orbecido,Luis F. Razón,25922503700,6507015899,De La Salle University,De La Salle University,2016,,2-s2.0-84979992302,Information Systems; Control and Systems Engineering; Information Systems and Management; Computer Networks and Communications,COMP; ENGI; DECI,AUID-25922503700,AUID-6507015899
Aileen H. Orbecido,Michelle Almendrala,25922503700,57190437122,De La Salle University,De La Salle University,2016,,2-s2.0-84979992302,Information Systems; Control and Systems Engineering; Information Systems and Management; Computer Networks and Communications,COMP; ENGI; DECI,AUID-25922503700,AUID-57190437122
Luis F. Razón,Michelle Almendrala,6507015899,57190437122,De La Salle University,De La Salle University,2016,,2-s2.0-84979992302,Information Systems; Control and Systems Engineering; Information Systems and Management; Computer Networks and Communications,COMP; ENGI; DECI,AUID-6507015899,AUID-57190437122
Christine C. Balili,Ma Caryssa C Sobrepeña,57190280079,57190287011,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-84978872973,Computer Vision and Pattern Recognition,COMP,AUID-57190280079,AUID-57190287011
Christine C. Balili,Prospero C. Naval,57190280079,15045386000,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-84978872973,Computer Vision and Pattern Recognition,COMP,AUID-57190280079,AUID-15045386000
Ma Caryssa C Sobrepeña,Prospero C. Naval,57190287011,15045386000,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-84978872973,Computer Vision and Pattern Recognition,COMP,AUID-57190287011,AUID-15045386000
Elmer R. Magsino,Franchesca Agatha V Beltran,55646625100,57190223031,De La Salle University,De La Salle University,2016,,2-s2.0-84978513256,Hardware and Architecture; Control and Systems Engineering; Computer Vision and Pattern Recognition,COMP; ENGI,AUID-55646625100,AUID-57190223031
Elmer R. Magsino,Hazel Anne P Cruzat,55646625100,57190231459,De La Salle University,De La Salle University,2016,,2-s2.0-84978513256,Hardware and Architecture; Control and Systems Engineering; Computer Vision and Pattern Recognition,COMP; ENGI,AUID-55646625100,AUID-57190231459
Elmer R. Magsino,Gia Nadine M De Sagun,55646625100,57190227267,De La Salle University,De La Salle University,2016,,2-s2.0-84978513256,Hardware and Architecture; Control and Systems Engineering; Computer Vision and Pattern Recognition,COMP; ENGI,AUID-55646625100,AUID-57190227267
Franchesca Agatha V Beltran,Hazel Anne P Cruzat,57190223031,57190231459,De La Salle University,De La Salle University,2016,,2-s2.0-84978513256,Hardware and Architecture; Control and Systems Engineering; Computer Vision and Pattern Recognition,COMP; ENGI,AUID-57190223031,AUID-57190231459
Franchesca Agatha V Beltran,Gia Nadine M De Sagun,57190223031,57190227267,De La Salle University,De La Salle University,2016,,2-s2.0-84978513256,Hardware and Architecture; Control and Systems Engineering; Computer Vision and Pattern Recognition,COMP; ENGI,AUID-57190223031,AUID-57190227267
Hazel Anne P Cruzat,Gia Nadine M De Sagun,57190231459,57190227267,De La Salle University,De La Salle University,2016,,2-s2.0-84978513256,Hardware and Architecture; Control and Systems Engineering; Computer Vision and Pattern Recognition,COMP; ENGI,AUID-57190231459,AUID-57190227267
Jason Disuanco,Vanessa Tan,57190282699,57190289908,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-84978873488,Computer Science Applications; Computer Vision and Pattern Recognition; Control and Systems Engineering; Artificial Intelligence,COMP; ENGI,AUID-57190282699,AUID-57190289908
Jason Disuanco,Franz A. De Leon,57190282699,16678716900,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-84978873488,Computer Science Applications; Computer Vision and Pattern Recognition; Control and Systems Engineering; Artificial Intelligence,COMP; ENGI,AUID-57190282699,AUID-16678716900
Vanessa Tan,Franz A. De Leon,57190289908,16678716900,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-84978873488,Computer Science Applications; Computer Vision and Pattern Recognition; Control and Systems Engineering; Artificial Intelligence,COMP; ENGI,AUID-57190289908,AUID-16678716900
Ann E. Dulay,Ralph Ian R Astillero,57189598563,57189635921,De La Salle University,De La Salle University,2016,,2-s2.0-84973571079,Computer Networks and Communications; Control and Systems Engineering; Development; Urban Studies,COMP; ENGI; SOCI,AUID-57189598563,AUID-57189635921
Ann E. Dulay,Patrick Guillano P La Rosa,57189598563,57189635217,De La Salle University,De La Salle University,2016,,2-s2.0-84973571079,Computer Networks and Communications; Control and Systems Engineering; Development; Urban Studies,COMP; ENGI; SOCI,AUID-57189598563,AUID-57189635217
Ann E. Dulay,Rex John Lewis L Tan,57189598563,57189629258,De La Salle University,De La Salle University,2016,,2-s2.0-84973571079,Computer Networks and Communications; Control and Systems Engineering; Development; Urban Studies,COMP; ENGI; SOCI,AUID-57189598563,AUID-57189629258
Ann E. Dulay,Andre D. Tapang,57189598563,57189633062,De La Salle University,De La Salle University,2016,,2-s2.0-84973571079,Computer Networks and Communications; Control and Systems Engineering; Development; Urban Studies,COMP; ENGI; SOCI,AUID-57189598563,AUID-57189633062
Ralph Ian R Astillero,Patrick Guillano P La Rosa,57189635921,57189635217,De La Salle University,De La Salle University,2016,,2-s2.0-84973571079,Computer Networks and Communications; Control and Systems Engineering; Development; Urban Studies,COMP; ENGI; SOCI,AUID-57189635921,AUID-57189635217
Ralph Ian R Astillero,Rex John Lewis L Tan,57189635921,57189629258,De La Salle University,De La Salle University,2016,,2-s2.0-84973571079,Computer Networks and Communications; Control and Systems Engineering; Development; Urban Studies,COMP; ENGI; SOCI,AUID-57189635921,AUID-57189629258
Ralph Ian R Astillero,Andre D. Tapang,57189635921,57189633062,De La Salle University,De La Salle University,2016,,2-s2.0-84973571079,Computer Networks and Communications; Control and Systems Engineering; Development; Urban Studies,COMP; ENGI; SOCI,AUID-57189635921,AUID-57189633062
Patrick Guillano P La Rosa,Rex John Lewis L Tan,57189635217,57189629258,De La Salle University,De La Salle University,2016,,2-s2.0-84973571079,Computer Networks and Communications; Control and Systems Engineering; Development; Urban Studies,COMP; ENGI; SOCI,AUID-57189635217,AUID-57189629258
Patrick Guillano P La Rosa,Andre D. Tapang,57189635217,57189633062,De La Salle University,De La Salle University,2016,,2-s2.0-84973571079,Computer Networks and Communications; Control and Systems Engineering; Development; Urban Studies,COMP; ENGI; SOCI,AUID-57189635217,AUID-57189633062
Rex John Lewis L Tan,Andre D. Tapang,57189629258,57189633062,De La Salle University,De La Salle University,2016,,2-s2.0-84973571079,Computer Networks and Communications; Control and Systems Engineering; Development; Urban Studies,COMP; ENGI; SOCI,AUID-57189629258,AUID-57189633062
Adelson Chua,Rico Jossel Mindoro Maestro,55599292100,55598578400,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-84966668509,Electrical and Electronic Engineering; Hardware and Architecture,ENGI; COMP,AUID-55599292100,AUID-55598578400
Adelson Chua,Mark Earvin V Alba,55599292100,55598761700,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-84966668509,Electrical and Electronic Engineering; Hardware and Architecture,ENGI; COMP,AUID-55599292100,AUID-55598761700
Adelson Chua,Wes Vernon V. Lofamia,55599292100,55598378100,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-84966668509,Electrical and Electronic Engineering; Hardware and Architecture,ENGI; COMP,AUID-55599292100,AUID-55598378100
Adelson Chua,Bernard Raymond D. Pelayo,55599292100,55598774900,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-84966668509,Electrical and Electronic Engineering; Hardware and Architecture,ENGI; COMP,AUID-55599292100,AUID-55598774900
Adelson Chua,Ken Bryan F. Fabay,55599292100,55599356900,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-84966668509,Electrical and Electronic Engineering; Hardware and Architecture,ENGI; COMP,AUID-55599292100,AUID-55599356900
Adelson Chua,John Cris F. Jardin,55599292100,55598360600,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-84966668509,Electrical and Electronic Engineering; Hardware and Architecture,ENGI; COMP,AUID-55599292100,AUID-55598360600
