Id,Label,timeset,frequency,type,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,componentnumber,Cluster,clustering,triangles,eigencentrality
Janwill Cyril G. Caiga,Janwill Cyril G. Caiga,,6,author1; author2,6,6,1,1,1,0,0.000243,46,107,1,15,0.001925
Justine Luis Lopez,Justine Luis Lopez,,5,author1; author2,5,5,18,0.089971,0.114183,0,0.000121,0,6,1,10,0.006475
Vance Anthony Mendez Coronel,Vance Anthony Mendez Coronel,,9,author1; author2,9,9,18,0.089988,0.11508,0,0.000174,0,6,1,36,0.011654
Ryan Richard H. Guadana,Ryan Richard H. Guadana,,12,author1; author2,12,12,16,0.118426,0.13538,9648,0.000366,0,8,0.515152,34,0.005396
Karlo Soriano,Karlo Soriano,,3,author1; author2,3,3,2,0.555556,0.6,0,0.0002,183,60,1,3,0.000994
McTroy John S. Mordido,McTroy John S. Mordido,,5,author1; author2,5,5,14,0.135396,0.159201,0,0.000198,0,92,1,10,0.00265
Florencio C. Ballesteros,Florencio C. Ballesteros,,2,author1; author2,2,2,18,0.105571,0.123084,0,0.000086,0,4,1,1,0.001848
Ma Divina Gracia Z Roldan,Ma Divina Gracia Z Roldan,,6,author1; author2,6,6,14,0.145929,0.169761,0,0.000204,0,10,1,15,0.003518
Somkiat Mansumitrchai,Somkiat Mansumitrchai,,2,; author2,2,2,1,1,1,0,0.000243,216,258,1,1,0.000454
Carla Ocampo,Carla Ocampo,,3,author1; author2,3,3,4,0.35689,0.401815,0,0.00019,40,16,1,3,0.001741
Ma Janice J. Gumasing,Ma Janice J. Gumasing,,4,author1,3,4,1,1,1,0.5,0.000315,209,216,0.666667,2,0.000703
Harald G.L. Schwefel,Harald G.L. Schwefel,,15,author1; author2,9,15,1,1,1,0.285714,0.000279,73,80,0.944444,34,0.003603
Aurenilo MacAdaeg,Aurenilo MacAdaeg,,5,; author2,5,5,14,0.176854,0.225999,0,0.000127,0,0,1,10,0.012732
Michelle Renee D. Ching,Michelle Renee D. Ching,,1,author1,1,1,15,0.127804,0.14269,0,0.000071,0,22,0,0,0.0004
Carlo Miras,Carlo Miras,,12,author1; author2,12,12,17,0.098456,0.128256,0,0.000242,0,6,1,66,0.013499
Ivan Henderson V. Gue,Ivan Henderson V. Gue,,32,author1; author2,17,32,14,0.169651,0.214128,5252.505498,0.000443,0,0,0.433824,59,0.023725
Kyle Martin S. Ilagan,Kyle Martin S. Ilagan,,8,author1; author2,8,8,14,0.171567,0.222594,0,0.000154,0,0,1,28,0.018724
Ma Sheila A. Magboo,Ma Sheila A. Magboo,,1,author1,1,1,2,0.512821,0.525,0,0.000089,146,37,0,0,0.000574
Ma Carlota B. Decena,Ma Carlota B. Decena,,2,author1,2,2,1,1,1,0,0.000243,217,259,1,1,0.000454
Edison A. Roxas,Edison A. Roxas,,11,author1; author2,11,11,13,0.179428,0.237273,12055,0.000283,0,131,0.454545,25,0.025402
Eden Alyzza Domdoma,Eden Alyzza Domdoma,,7,author1; author2,7,7,15,0.14236,0.172585,0,0.000204,0,3,1,21,0.003984
Joel Joseph S. Marciano,Joel Joseph S. Marciano,,26,author1; author2,19,26,17,0.111116,0.142521,239339.279044,0.000985,0,12,0.087719,15,0.00759
Gliceria Joy G. Repuyan,Gliceria Joy G. Repuyan,,3,author1; author2,3,3,2,0.542857,0.578947,0,0.000159,107,41,1,3,0.001123
John Marco M. Condino,John Marco M. Condino,,3,; author2,3,3,1,1,1,0,0.000243,177,205,1,3,0.000743
Brandie Nonnecke,Brandie Nonnecke,,12,author1,12,12,14,0.14474,0.166689,0,0.000258,0,10,1,66,0.00729
Jennifer O. Contreras,Jennifer O. Contreras,,10,author1; author2,6,10,1,1,1,8,0.000369,82,109,0.466667,7,0.001548
Jansen Keith Domoguen,Jansen Keith Domoguen,,4,author1; author2,4,4,14,0.130425,0.146922,15584.686656,0.000188,0,19,0.5,3,0.002075
Rhiza Mharie A. Recaido,Rhiza Mharie A. Recaido,,7,author1; author2,7,7,17,0.10596,0.118151,0,0.000205,0,8,1,21,0.003145
Ashley Riz A. Advincula,Ashley Riz A. Advincula,,3,author1,3,3,1,1,1,0,0.000243,195,212,1,3,0.000743
Gregg R. Garcia,Gregg R. Garcia,,1,; author2,1,1,14,0.159672,0.197442,0,0.000051,0,420,0,0,0.00444
Cyril Pommier,Cyril Pommier,,55,author1; author2,55,55,16,0.107929,0.136937,0,0.000254,0,7,1,1485,0.964798
Ria Mae Borromeo,Ria Mae Borromeo,,6,author1; author2,4,6,1,1,1,0,0.000275,62,166,1,6,0.00108
Lionel C. Jed Leyba,Lionel C. Jed Leyba,,5,author1; author2,5,5,17,0.098064,0.121523,0,0.000186,0,11,1,10,0.002864
Fredmar N. Asarias,Fredmar N. Asarias,,1,author1,1,1,2,0.545455,0.583333,0,0.000135,97,112,0,0,0.000297
Joven C. Javier,Joven C. Javier,,2,; author2,2,2,16,0.117066,0.131855,0,0.000114,0,12,1,1,0.000663
Camille C. Diez,Camille C. Diez,,2,author1,2,2,16,0.109689,0.118365,0,0.000161,0,26,1,1,0.000639
Brenda Dy Po Benosa,Brenda Dy Po Benosa,,2,; author2,2,2,2,0.6,0.666667,0,0.000195,101,113,1,1,0.00053
Brian Atanacio,Brian Atanacio,,4,author1; author2,4,4,4,0.358156,0.406766,0,0.000227,40,16,1,6,0.002094
Kathleen D. Santiago,Kathleen D. Santiago,,7,author1; author2,7,7,18,0.089978,0.114597,0,0.000158,0,6,1,21,0.0076
Laura T. David,Laura T. David,,6,author1,6,6,1,1,1,0,0.000243,153,120,1,15,0.001925
Christian Sy,Christian Sy,,4,author1; author2,3,4,16,0.10467,0.114619,4822,0.000236,0,124,0.666667,2,0.000791
Kathleen Lourdes B. Obille,Kathleen Lourdes B. Obille,,3,author1; author2,3,3,1,1,1,0,0.000243,192,211,1,3,0.000743
Ammar Abbas Abd Essa,Ammar Abbas Abd Essa,,1,; author2,1,1,1,1,1,0,0.000243,20,329,0,0,0.000208
Mayreen V. Amazona,Mayreen V. Amazona,,1,author1,1,1,15,0.119533,0.1335,0,0.000088,0,65,0,0,0.00065
Stephenn L. Rabano,Stephenn L. Rabano,,5,author1; author2,5,5,14,0.176944,0.226482,0,0.000105,0,0,1,10,0.016227
Valentin Guignon,Valentin Guignon,,55,author1; author2,55,55,16,0.107929,0.136937,0,0.000254,0,7,1,1485,0.964798
Ron Denzel N Yau,Ron Denzel N Yau,,5,author1; author2,5,5,14,0.167603,0.206183,0,0.000139,0,15,1,10,0.006177
Thanatcha Panpairoj,Thanatcha Panpairoj,,12,author1; author2,12,12,14,0.14474,0.166689,0,0.000258,0,10,1,66,0.00729
Jerald Aldin A. Dagaang,Jerald Aldin A. Dagaang,,3,; author2,3,3,2,0.578947,0.636364,0,0.000186,131,72,1,3,0.000917
Ariel Sison,Ariel Sison,,111,author1; author2,47,111,14,0.136305,0.168894,24397.585118,0.003749,0,5,0.048104,52,0.018668
R. B. Reyes,R. B. Reyes,,7,author1; author2,7,7,18,0.105594,0.124119,0,0.000145,0,4,1,21,0.005244
Guido David,Guido David,,4,author1; author2,4,4,2,0.75,0.833333,0,0.00025,84,110,1,6,0.001122
Camilo Cajayon,Camilo Cajayon,,3,author1; author2,3,3,1,1,1,0,0.000243,171,204,1,3,0.000743
Lea D. Austero,Lea D. Austero,,4,author1; author2,4,4,15,0.11685,0.131174,14460,0.000217,0,124,0.333333,2,0.001279
James Ii Curtney Li,James Ii Curtney Li,,3,author1; author2,3,3,4,0.35689,0.401815,0,0.00019,40,16,1,3,0.001741
Dario H. Galeon,Dario H. Galeon,,2,author1,2,2,18,0.101012,0.111963,0,0.000165,0,27,1,1,0.000829
Michelle P. Banawan,Michelle P. Banawan,,17,author1; author2,16,17,16,0.12605,0.147162,9659,0.000571,0,21,0.425,51,0.007287
Gian T. Salay,Gian T. Salay,,2,author1; author2,2,2,2,0.666667,0.75,0,0.000207,190,179,1,1,0.000492
Joshua Rodgregor E. Medina,Joshua Rodgregor E. Medina,,4,author1; author2,4,4,15,0.138405,0.158774,0,0.000217,0,30,1,6,0.001556
Maricia Polene A Balayan,Maricia Polene A Balayan,,4,author1,4,4,16,0.112456,0.123026,0,0.000176,0,18,1,6,0.001608
Davood Pour Yousefian Barfeh,Davood Pour Yousefian Barfeh,,2,author1,2,2,15,0.137578,0.152312,0,0.000133,0,50,1,1,0.000571
Akihiro Matsufuji,Akihiro Matsufuji,,17,author1; author2,17,17,1,1,1,0,0.000243,53,48,1,136,0.013867
James Troy D. Mendoza,James Troy D. Mendoza,,4,author1; author2,4,4,15,0.145184,0.170269,0,0.000168,0,15,1,6,0.001821
Carlo T. Adug,Carlo T. Adug,,5,author1; author2,5,5,2,0.727273,0.8125,0,0.000247,94,89,1,10,0.00154
David Earl D Hostallero,David Earl D Hostallero,,3,author1; author2,3,3,16,0.104138,0.114162,0,0.000192,0,39,1,3,0.001115
Lenherald Lim,Lenherald Lim,,18,author1; author2,11,18,15,0.142823,0.16951,103640.400946,0.000341,0,23,0.490909,27,0.004729
Jayson Piquero,Jayson Piquero,,9,author1; author2,9,9,13,0.182079,0.224624,0,0.000235,0,9,1,36,0.00956
David Joseph Catemprate,David Joseph Catemprate,,5,author1; author2,5,5,2,0.666667,0.75,0,0.000225,89,77,1,10,0.001595
Katrina Joy H. Magno,Katrina Joy H. Magno,,1,; author2,1,1,1,1,1,0,0.000243,218,330,0,0,0.000208
Miguel Paolo M. Quijano,Miguel Paolo M. Quijano,,2,; author2,2,2,1,1,1,0,0.000243,219,290,1,1,0.000454
Joseph Kyle M. Centeno,Joseph Kyle M. Centeno,,4,author1,4,4,17,0.101696,0.123108,0,0.000134,0,11,1,6,0.002302
Ernelea P. Cao,Ernelea P. Cao,,2,author1,2,2,1,1,1,0,0.000243,220,291,1,1,0.000454
Burhan Mustafa,Burhan Mustafa,,2,author1,2,2,18,0.08691,0.093559,0,0.000169,0,46,1,1,0.000573
N. Andriolli,N. Andriolli,,16,author1; author2,13,16,16,0.11414,0.127516,2.25,0.000355,0,32,0.884615,69,0.007229
Kevin C. Henson,Kevin C. Henson,,2,author1; author2,2,2,1,1,1,0,0.000243,150,260,1,1,0.000454
Alma Maria Jennifer A. Gutierrez,Alma Maria Jennifer A. Gutierrez,,8,author1; author2,8,8,2,0.681818,0.766667,36,0.000421,160,58,0.464286,13,0.002398
Teresita R. Tolentino,Teresita R. Tolentino,,1,author1,1,1,15,0.119533,0.1335,0,0.000088,0,65,0,0,0.00065
Ian Estacio,Ian Estacio,,3,author1,3,3,17,0.117105,0.135903,0,0.000098,0,4,1,3,0.001583
Jessie Brian Unabia Revil,Jessie Brian Unabia Revil,,1,author1,1,1,1,1,1,0,0.000243,221,374,0,0,0.000208
Josephine Dionisio,Josephine Dionisio,,11,author1; author2,11,11,19,0.091108,0.107418,0,0.000277,0,12,1,55,0.005979
Michelle Almendrala,Michelle Almendrala,,5,; author2,5,5,14,0.154239,0.176606,0,0.000152,0,50,1,10,0.002472
Ryan Anthony J. De Belen,Ryan Anthony J. De Belen,,2,author1,2,2,18,0.099959,0.116996,0,0.00013,0,35,1,1,0.000965
Catherine Bhel B. Aguila,Catherine Bhel B. Aguila,,2,author1,2,2,14,0.132072,0.153589,0,0.000094,0,5,1,1,0.003188
Madhavi Devaraj,Madhavi Devaraj,,7,author1; author2,7,7,15,0.150342,0.177587,109279.777649,0.000377,0,30,0.333333,7,0.00278
Luis Canete,Luis Canete,,2,author1; author2,2,2,1,1,1,0,0.000243,222,261,1,1,0.000454
Angel Manica Raquel,Angel Manica Raquel,,55,author1; author2,55,55,16,0.107929,0.136937,0,0.000254,0,7,1,1485,0.964798
Neil Andrew D. Bascos,Neil Andrew D. Bascos,,1,author1,1,1,1,1,1,0,0.000243,223,331,0,0,0.000208
Peter Suministrado,Peter Suministrado,,4,author1; author2,4,4,14,0.145718,0.167829,0,0.000163,0,10,1,6,0.001911
J. C. Apduhan,J. C. Apduhan,,4,; author2,4,4,2,0.576923,0.633333,0,0.00016,35,56,1,6,0.001549
Solomon See,Solomon See,,9,author1; author2,6,9,13,0.139742,0.153607,4848.148657,0.000415,0,13,0.2,3,0.001871
Jessica Mae S. Salvador,Jessica Mae S. Salvador,,3,; author2,3,3,15,0.130102,0.147935,0,0.000183,0,30,1,3,0.001145
Xia Li,Xia Li,,6,author1; author2,6,6,1,1,1,0,0.000156,91,111,1,15,0.001925
Mark Joseph Ronquillo,Mark Joseph Ronquillo,,2,; author2,2,2,2,0.666667,0.75,0,0.000207,124,154,1,1,0.000492
Joseph Daniel Dantes,Joseph Daniel Dantes,,4,author1; author2,4,4,17,0.09806,0.121316,0,0.000158,0,11,1,6,0.002477
Rafael Abbeloos,Rafael Abbeloos,,55,author1; author2,55,55,16,0.107929,0.136937,0,0.000254,0,7,1,1485,0.964798
Annalyn Reganit,Annalyn Reganit,,5,author1; author2,5,5,14,0.144127,0.162964,0,0.000215,0,22,1,10,0.001811
Karl Obias,Karl Obias,,4,author1; author2,4,4,15,0.145184,0.167534,0,0.000193,0,33,1,6,0.001593
Chynna Julia Cordevilla,Chynna Julia Cordevilla,,3,author1; author2,3,3,2,0.555556,0.6,0,0.0002,183,60,1,3,0.000994
Carlos B. Bating,Carlos B. Bating,,1,author1,1,1,18,0.100008,0.11823,0,0.000069,0,12,0,0,0.000649
Jaime D.L. Caro,Jaime D.L. Caro,,32,author1; author2,30,32,14,0.141237,0.163727,140766.438622,0.001477,0,18,0.087356,38,0.009413
Conrado Ostia,Conrado Ostia,,5,author1,5,5,3,0.518519,0.630952,0,0.000225,42,61,1,10,0.001599
Luis Paolo M. De Vera,Luis Paolo M. De Vera,,4,author1; author2,4,4,15,0.154278,0.185291,0,0.000165,0,15,1,6,0.002097
Giovanni Alarkon Tapang,Giovanni Alarkon Tapang,,2,; author2,2,2,1,1,1,0,0.000243,224,262,1,1,0.000454
Alyssa Pujol,Alyssa Pujol,,9,author1; author2,9,9,14,0.167592,0.216886,0,0.000171,0,0,1,36,0.021811
Melvin James C. Delos Santos,Melvin James C. Delos Santos,,6,author1; author2,6,6,16,0.125168,0.147809,0,0.000196,0,3,1,15,0.003012
Maria Araiza Alejandrino,Maria Araiza Alejandrino,,3,author1,3,3,1,1,1,0,0.000243,225,217,1,3,0.000743
Ana Mercado,Ana Mercado,,4,author1; author2,4,4,4,0.358156,0.406766,0,0.000227,40,16,1,6,0.002094
Leah Gustilo,Leah Gustilo,,8,author1; author2,6,8,16,0.125207,0.142381,11,0.00029,0,44,0.8,12,0.001971
Christian Angelo C Nuval,Christian Angelo C Nuval,,3,author1; author2,3,3,3,0.538462,0.595238,0,0.000156,81,64,1,3,0.000975
Monika Louize C Valdez,Monika Louize C Valdez,,5,author1; author2,5,5,14,0.167603,0.206183,0,0.000139,0,15,1,10,0.006177
Christian Rabbi A Garaza,Christian Rabbi A Garaza,,1,author1,1,1,18,0.094129,0.111357,0,0.000076,0,11,0,0,0.000459
Arnold R. Salvacion,Arnold R. Salvacion,,2,author1; author2,2,2,2,0.555556,0.6,0,0.000145,68,76,1,1,0.000626
Roderick Yap,Roderick Yap,,25,author1; author2,17,25,15,0.139235,0.162122,15685.5,0.000835,0,25,0.235294,32,0.00554
K. Dy,K. Dy,,2,author1,2,2,15,0.152496,0.182782,0,0.000088,0,332,1,1,0.001915
Nickolai Alexandrov,Nickolai Alexandrov,,29,author1; author2,26,29,15,0.120325,0.1467,3528,0.000333,0,7,0.686154,223,0.053397
Ericson D. Dimaunahan,Ericson D. Dimaunahan,,32,author1; author2,26,32,14,0.165729,0.212183,22084.72328,0.000895,0,1,0.221538,72,0.014506
Joel Roy V. Jamias,Joel Roy V. Jamias,,3,author1; author2,3,3,15,0.130102,0.147935,0,0.000183,0,30,1,3,0.001145
DIether G. Catajay,DIether G. Catajay,,8,author1; author2,8,8,1,1,1,0,0.000243,64,84,1,28,0.003047
Jesus Lorenzo A. Singson,Jesus Lorenzo A. Singson,,4,author1; author2,4,4,1,1,1,0,0.000243,10,144,1,6,0.00108
James Arnold Nogra,James Arnold Nogra,,2,author1,2,2,3,0.416667,0.466667,0,0.000155,61,38,1,1,0.000624
Jan Ellyz C. De Guzman,Jan Ellyz C. De Guzman,,4,author1,4,4,15,0.145184,0.170269,0,0.000168,0,15,1,6,0.001821
Kevin I. Bunda,Kevin I. Bunda,,5,author1; author2,5,5,14,0.161985,0.205063,0,0.000152,0,165,1,10,0.007809
Xedret Jan M. Tan,Xedret Jan M. Tan,,5,author1; author2,5,5,14,0.159714,0.19827,0,0.000161,0,167,1,10,0.006163
Jayson P. Rogelio,Jayson P. Rogelio,,25,author1; author2,17,25,14,0.178672,0.236933,3227.919692,0.000405,0,0,0.455882,62,0.037456
Celina T. Hebron,Celina T. Hebron,,5,author1; author2,5,5,15,0.123802,0.136588,0,0.000231,0,18,1,10,0.002251
Carl Noah Luis A. Javier,Carl Noah Luis A. Javier,,4,author1; author2,4,4,1,1,1,0,0.000243,226,168,1,6,0.00108
Angelo Loveranes,Angelo Loveranes,,5,author1; author2,5,5,14,0.162902,0.201614,0,0.000133,0,0,1,10,0.005508
Olga Joy L. Gerasta,Olga Joy L. Gerasta,,44,author1; author2,24,44,2,0.875,0.928571,253.666667,0.001117,135,24,0.192029,53,0.008026
Shaina Mara D. Caguicla,Shaina Mara D. Caguicla,,8,author1; author2,8,8,14,0.171567,0.222594,0,0.000154,0,0,1,28,0.018724
Franklin Oliva,Franklin Oliva,,4,author1; author2,4,4,17,0.111997,0.125319,0,0.000205,0,67,1,6,0.001337
Aeron V. Estrada,Aeron V. Estrada,,1,author1,1,1,1,1,1,0,0.000243,227,409,0,0,0.000208
Arthur Akira S. Diwa,Arthur Akira S. Diwa,,5,author1; author2,5,5,1,1,1,0,0.000243,99,137,1,10,0.001472
Chelsea Andrea S. Morales,Chelsea Andrea S. Morales,,5,author1; author2,5,5,2,0.692308,0.777778,0,0.000236,121,79,1,10,0.001566
Sunmoon Jo,Sunmoon Jo,,3,; author2,3,3,2,0.666667,0.75,0,0.000207,228,123,1,3,0.000805
Nathaniel C. Tarranza,Nathaniel C. Tarranza,,1,; author2,1,1,1,1,1,0,0.000243,229,393,0,0,0.000208
Rodolfo Raga Jr,Rodolfo Raga Jr,,4,author1,3,4,1,1,1,2,0.000374,47,187,0.333333,1,0.000666
David Edwards,David Edwards,,9,; author2,9,9,16,0.107708,0.127417,0,0.000135,0,7,1,36,0.028203
Carl Anthony H. Delim,Carl Anthony H. Delim,,3,author1; author2,3,3,13,0.153338,0.181487,0,0.000124,0,2,1,3,0.002655
Katsunobu Imai,Katsunobu Imai,,3,author1; author2,3,3,1,1,1,0,0.000243,230,218,1,3,0.000743
Rogelio C. Golez,Rogelio C. Golez,,4,author1; author2,4,4,2,0.666667,0.75,0,0.000222,180,86,1,6,0.001171
Lizbeth A. Mariano,Lizbeth A. Mariano,,10,author1; author2,10,10,4,0.340067,0.391914,848,0.000473,40,43,0.355556,16,0.002955
Errol Matthew C. Garcia,Errol Matthew C. Garcia,,1,author1,1,1,1,1,1,0,0.000243,231,338,0,0,0.000208
Shyr Yi Maria Veronica Liang,Shyr Yi Maria Veronica Liang,,8,author1; author2,8,8,14,0.154259,0.183753,1263.860147,0.000247,0,0,0.464286,13,0.004071
Hideaki Kasai,Hideaki Kasai,,14,author1; author2,14,14,14,0.161735,0.201203,0,0.000206,0,0,1,91,0.019998
Mark M. Anthony Ramirez,Mark M. Anthony Ramirez,,5,author1; author2,5,5,16,0.136985,0.164505,0,0.000185,0,3,1,10,0.002467
Nivea Jane Urdas,Nivea Jane Urdas,,6,author1,6,6,1,1,1,0,0.000243,120,121,1,15,0.001925
Karen Cristine O Tan,Karen Cristine O Tan,,4,author1; author2,4,4,14,0.161974,0.204856,0,0.000135,0,214,1,6,0.007249
Christine Joyce D. Beltran,Christine Joyce D. Beltran,,2,author1,2,2,1,1,1,0,0.000243,232,263,1,1,0.000454
Daryl Joyce F. Salvania,Daryl Joyce F. Salvania,,4,author1; author2,4,4,17,0.105905,0.116909,0,0.000172,0,8,1,6,0.001339
A. Bogom,A. Bogom,,12,author1; author2,12,12,16,0.114135,0.127309,0,0.000269,0,32,1,66,0.00693
Anna Janeri B. Ongcol,Anna Janeri B. Ongcol,,3,author1; author2,3,3,2,0.555556,0.6,0,0.0002,183,60,1,3,0.000994
Jerome Angala,Jerome Angala,,3,author1,3,3,18,0.09239,0.10745,0,0.000156,0,11,1,3,0.00103
Sidney C. Chen,Sidney C. Chen,,4,author1,4,4,15,0.139034,0.158604,0,0.000176,0,25,1,6,0.001469
Nadine Ledesma,Nadine Ledesma,,6,author1; author2,6,6,14,0.163012,0.202407,0,0.00015,0,0,1,15,0.006238
Francis O. Santos,Francis O. Santos,,6,author1; author2,6,6,16,0.125168,0.147809,0,0.000196,0,3,1,15,0.003012
Chrizia Mae B. Nabua,Chrizia Mae B. Nabua,,6,author1; author2,6,6,3,0.518519,0.583333,0,0.000176,135,24,1,15,0.002753
Christian Paolo Pascual,Christian Paolo Pascual,,4,author1; author2,4,4,2,0.583333,0.642857,0,0.000199,63,63,1,6,0.001317
Tuan Tang Le,Tuan Tang Le,,4,author1; author2,4,4,2,0.75,0.833333,0,0.00025,158,122,1,6,0.001122
Jay Patrick M. Nieles,Jay Patrick M. Nieles,,5,author1,5,5,2,0.666667,0.75,0,0.000225,117,75,1,10,0.001595
Janela Assumpta L. Angeles,Janela Assumpta L. Angeles,,6,author1; author2,6,6,14,0.170851,0.222049,0,0.000144,0,53,1,15,0.016415
Joffrey E. Hapitan,Joffrey E. Hapitan,,1,; author2,1,1,1,1,1,0,0.000243,185,333,0,0,0.000208
Mary Jane B Arcilla,Mary Jane B Arcilla,,4,author1,4,4,1,1,1,0,0.000243,54,169,1,6,0.00108
Kenichi Itong Rayos,Kenichi Itong Rayos,,5,author1; author2,5,5,2,0.727273,0.8125,0,0.000247,233,87,1,10,0.00154
Ian Gabriel S. Recio,Ian Gabriel S. Recio,,6,author1; author2,6,6,14,0.161649,0.199547,0,0.000138,0,0,1,15,0.009874
Nova Marie F. Rosas,Nova Marie F. Rosas,,4,author1; author2,4,4,17,0.097929,0.104952,0,0.000222,0,68,1,6,0.001237
Isachar Bernaldez,Isachar Bernaldez,,2,author1; author2,2,2,4,0.298817,0.318482,0,0.000148,40,43,1,1,0.000594
Jaycerine Rizel O. Tan,Jaycerine Rizel O. Tan,,5,author1; author2,5,5,2,0.666667,0.75,0,0.000225,117,75,1,10,0.001595
Krisella Robles,Krisella Robles,,3,author1; author2,3,3,4,0.35689,0.401815,0,0.00019,40,16,1,3,0.001741
Heronafine C. De Guzman,Heronafine C. De Guzman,,5,author1; author2,5,5,15,0.15511,0.191939,0,0.000163,0,175,1,10,0.003859
Christine Shayne S. Venancio,Christine Shayne S. Venancio,,5,; author2,5,5,14,0.142495,0.171576,0,0.000186,0,1,1,10,0.002748
Aldrin D. Ramos,Aldrin D. Ramos,,2,author1; author2,2,2,1,1,1,0,0.000243,234,271,1,1,0.000454
Proceso Fernandez Jr.,Proceso Fernandez Jr.,,12,author1; author2,12,12,14,0.140335,0.159842,201961.215337,0.000708,0,26,0.045455,3,0.00343
Cyrus John P. Mendoza,Cyrus John P. Mendoza,,5,author1; author2,5,5,2,0.727273,0.8125,0,0.000247,94,89,1,10,0.00154
Joy Nathalie M Avelino,Joy Nathalie M Avelino,,7,author1,7,7,15,0.123815,0.137002,4828,0.000344,0,18,0.52381,11,0.00268
Elaine Jhon Panganiban,Elaine Jhon Panganiban,,3,author1; author2,3,3,4,0.362832,0.414634,0,0.00018,133,29,1,3,0.001015
Irvin Van Bolo,Irvin Van Bolo,,4,author1,4,4,19,0.091022,0.104927,0,0.000212,0,12,1,6,0.001288
Krizzia Rei P. Naquila,Krizzia Rei P. Naquila,,3,author1; author2,3,3,15,0.121194,0.139027,0,0.00017,0,20,1,3,0.001452
Teresita L. Todelo,Teresita L. Todelo,,1,author1,1,1,5,0.243902,0.285833,0,0.000127,61,38,0,0,0.000227
Jeffrey Garcia,Jeffrey Garcia,,4,author1,4,4,14,0.126004,0.138355,0,0.000195,0,13,1,6,0.001338
Kenjie Bocalig,Kenjie Bocalig,,3,; author2,3,3,2,0.636364,0.714286,0,0.000198,127,99,1,3,0.00083
R. V. Ramos,R. V. Ramos,,4,author1; author2,4,4,1,1,1,0,0.000243,200,164,1,6,0.00108
Leo D.P. Cubillan,Leo D.P. Cubillan,,7,author1; author2,7,7,2,0.612903,0.684211,0,0.000253,107,41,1,21,0.002766
Myrell Jud A. Aviso,Myrell Jud A. Aviso,,3,author1,3,3,2,0.542857,0.578947,0,0.000159,107,41,1,3,0.001123
Anne Flereece Sanchez,Anne Flereece Sanchez,,10,; author2,5,10,13,0.150389,0.183257,0,0.000254,0,1,1,10,0.00419
Bernalyn Decena,Bernalyn Decena,,2,author1,2,2,2,0.6,0.666667,0,0.000158,84,110,1,1,0.000537
Rex John Lewis L Tan,Rex John Lewis L Tan,,4,author1; author2,4,4,16,0.122212,0.136162,0,0.000178,0,25,1,6,0.001293
Kyle Ezekiel S. Juadines,Kyle Ezekiel S. Juadines,,7,author1; author2,3,7,15,0.124498,0.137726,0,0.000271,0,2,1,3,0.00089
Rosemary R. Seva,Rosemary R. Seva,,11,author1,11,11,2,0.789474,0.866667,63,0.00058,160,58,0.290909,16,0.003114
L. G. San Andres,L. G. San Andres,,5,author1; author2,5,5,1,1,1,0,0.000243,8,128,1,10,0.001472
Sequoia Beckman,Sequoia Beckman,,12,author1; author2,12,12,14,0.14474,0.166689,0,0.000258,0,10,1,66,0.00729
Derrick Sze,Derrick Sze,,5,author1; author2,5,5,16,0.114097,0.12586,0,0.000187,0,32,1,10,0.002053
Shenamae Borja,Shenamae Borja,,1,author1,1,1,2,0.666667,0.75,0,0.000187,109,248,0,0,0.000226
Jay T. Cabu̱as,Jay T. Cabu̱as,,1,author1,1,1,1,1,1,0,0.000243,235,412,0,0,0.000208
Ying Yi Hong,Ying Yi Hong,,2,author1,2,2,1,1,1,0,0.000243,236,264,1,1,0.000454
Angelo Maingat,Angelo Maingat,,6,author1; author2,6,6,16,0.137234,0.166044,0,0.000184,0,3,1,15,0.003747
Michael Jason Y. Benedicto,Michael Jason Y. Benedicto,,6,author1; author2,6,6,1,1,1,0,0.000243,29,104,1,15,0.001925
Ronnie Concepcion,Ronnie Concepcion,,4,author1; author2,4,4,14,0.170899,0.222049,0,0.000085,0,0,1,6,0.01996
Jullian Lance C. Izon,Jullian Lance C. Izon,,3,author1; author2,3,3,15,0.145779,0.175783,0,0.000153,0,17,1,3,0.001791
Jo Rupert Copiaco,Jo Rupert Copiaco,,4,author1; author2,4,4,14,0.126004,0.138355,0,0.000195,0,13,1,6,0.001338
Jose Miguel G. Pascual,Jose Miguel G. Pascual,,8,author1; author2,4,8,15,0.143255,0.168458,0,0.000173,0,0,1,6,0.001702
Rolando G. Panopio,Rolando G. Panopio,,3,author1; author2,3,3,19,0.095759,0.109081,0,0.000125,0,4,1,3,0.001152
Gio Vincent G. Moster,Gio Vincent G. Moster,,5,; author2,5,5,13,0.150539,0.183622,0,0.00017,0,1,1,10,0.004012
Rianina D. Borres,Rianina D. Borres,,3,author1,3,3,3,0.517241,0.577778,0,0.00018,52,57,1,3,0.000967
Robert Keith C. Chan,Robert Keith C. Chan,,2,author1; author2,2,2,14,0.159683,0.197649,0,0.00009,0,334,1,1,0.004797
Jarred Cheng,Jarred Cheng,,7,author1; author2,7,7,14,0.16751,0.216127,0,0.000138,0,0,1,21,0.019618
Michael Angelo Esporlas,Michael Angelo Esporlas,,5,author1; author2,5,5,13,0.150548,0.184291,0,0.000173,0,1,1,10,0.004454
