Source,Target,Type,Id,Label,timeset,Weight
Rosula Reyes,A. Bogom,Undirected,1917,,,1
Rommel M. Anacan,Myrell Jud A. Aviso,Undirected,1918,,,1
Shio Miyafuji,Eunice Sari,Undirected,1919,,,1
Marie AngÃ©lique Laporte,Lukas A. Mueller,Undirected,1920,,,1
Kimmi Dela Rea,John Reinhart Gammad,Undirected,1921,,,1
Mark Phil B. Pacot,Glenn Paul P. Gara,Undirected,1922,,,1
Khristen Anne Mendoza Rafols,Abigail Alejandro Antenor,Undirected,1923,,,1
Monica Moreno,Francesco Amante,Undirected,1924,,,1
Renz Iver Baliber,Abien Fred Agarap,Undirected,1925,,,1
Chris Vincent Jagunap Densing,Antonio Karlos A. Uy,Undirected,1926,,,1
Henry Natividad Adorna,Francis George C. Cabarle,Undirected,1927,,,2
Valentin Guignon,Evangelia Papoutsoglou,Undirected,1928,,,1
Emeliza R. Yabut,Eliseo Q. Ramirez,Undirected,1929,,,1
Daniel Stanley Tan,Andrew Laron,Undirected,1930,,,1
Marc Rhett C Francisco,Jaime D.L. Caro,Undirected,1931,,,1
Venice Juanillas,Alexis Dereeper,Undirected,1932,,,1
Ricardo Alasco,Karl Angelo Doria,Undirected,1933,,,1
Rafael D. Rabacca,Argel A. Bandala,Undirected,1934,,,1
Mark Lorenze Torregoza,Daniel Dominic N. Abinoja,Undirected,1935,,,1
Ramon Rodriguez,Faramarz Ataollahi,Undirected,1936,,,1
Wes Vernon V. Lofamia,Adelson Chua,Undirected,1937,,,1
Eloise P. Anguluan,Elmer Surat Estacio,Undirected,1938,,,1
Rosalina R. Estacio,Noel B. Linsangan,Undirected,1939,,,2
Nathaniel J.C. Libatique,Annelle R. Chua,Undirected,1940,,,1
Mathieu Rouard,Cyril Pommier,Undirected,1941,,,1
Lean Rimes Sarcilla,Francesco Amante,Undirected,1942,,,1
Paulo R. Flores,Ayra G. Panganiban,Undirected,1943,,,1
Jessica Palafox,Cathlene Mae Garcia,Undirected,1944,,,1
John Mark G. Payawal,Dustin Jones L. Guzman,Undirected,1945,,,1
Vincent Ng,Noel Lito B. Sayson,Undirected,1946,,,2
Stephanie L. Carag,Melvin K. Cabatuan,Undirected,1947,,,1
Ryan Rhay P. Vicerra,Charles Patrick C. Andres,Undirected,1948,,,1
Jay Harold Reazol,Alrence Santiago Halibas,Undirected,1949,,,1
Melannie B. Mendoza,Franz Nichol P. Cadao,Undirected,1950,,,1
Maria Angela B. Faustino,Arven I. Cafe,Undirected,1951,,,1
Benjamin Norbert Vitug,Armil Monsura,Undirected,1952,,,1
Reinhard Simon,Iain Milne,Undirected,1953,,,1
Matthew Edward M. Fernandez,I. C. Valenzuela,Undirected,1954,,,1
Jason Haga,Gabriel Zhou,Undirected,1955,,,1
Mukti Fajar,Hazel Jovita,Undirected,1956,,,1
Gilfred Allen Madrigal,Benedicto Fortaleza,Undirected,1957,,,1
Nestor Michael C. Tiglao,Alessandro T. Santiago,Undirected,1958,,,1
Pierre Carceller,Jonathan Wren,Undirected,1959,,,1
Ma Joyce Anne S. Santos,Joshua Daniel D. Guillarte,Undirected,1960,,,1
Jose Santos R. Carandang VI,Eric Camilo R. Punzalan,Undirected,1961,,,1
Ian Estacio,Edgardo G. Macatulad,Undirected,1962,,,1
John Richard E. Hizon,Carl Christian E Misagal,Undirected,1963,,,1
Renann G. Baldovino,Antonio Rafael Mina,Undirected,1964,,,1
Guido David,Aimee B. Rarugal,Undirected,1965,,,1
Zhengjie Liu,Jinwoo Kim,Undirected,1966,,,1
Rowel O. Atienza,Jan Franz Palngipang,Undirected,1967,,,2
Joseph Leandro B Peje,Hani Herbert L Ho,Undirected,1968,,,1
Viana C. Calaminos,Trevor Rife,Undirected,1969,,,1
Jonathan Wren,Angel Manica Raquel,Undirected,1970,,,1
Keneth Sedilla,Isabella Nicole Monteclaro,Undirected,1971,,,1
Locedie Mansueto,Lindsay Triplett,Undirected,1972,,,1
Ma. Mercedes T. Rodrigo,Francesco Amante,Undirected,1973,,,1
Aura Joy Baltazar,Alonica Villanueva,Undirected,1974,,,1
Rm Layes,J. A. Echare,Undirected,1975,,,1
Ronald John O. Cabatic,Anthony B. Castillo,Undirected,1976,,,1
Keneth Sedilla,Janine Mae Gonzales,Undirected,1977,,,1
Keneth Sedilla,Angelica Asuncion,Undirected,1978,,,1
Oswald L. Sapang,Jan Carlo D. Rabacca,Undirected,1979,,,1
Larmie S. Feliscuzo,Cherry Lyn C.Sta Romana,Undirected,1980,,,1
StÃ©phane Coen,Noel Lito B. Sayson,Undirected,1981,,,2
Loureal Camille V. Inocencio,Ben Hur S. Pintor,Undirected,1982,,,1
Mark Noel L. Pereira,Carl James N. Dungca,Undirected,1983,,,1
Ruji P. Medina,Rogel L. Quilala,Undirected,1984,,,1
Rommel P. Feria,Avery Nigel Rodriguez,Undirected,1985,,,1
Masahiko Tani,Hideaki Kitahara,Undirected,1986,,,1
Ronielle B. Antonio,Ariel Sison,Undirected,1987,,,2
Jesus Lorenzo A. Singson,Eduardo I. Cabral,Undirected,1988,,,1
Ruelle Yutuc,Robert Adrian Pajado,Undirected,1989,,,1
S. V. Perez,J. D. Cordero,Undirected,1990,,,1
Nahuel Soldevilla,Guilhem SempÃ©rÃ©,Undirected,1991,,,1
Elmer P. Dadios,Carlo Noel E. Ochotorena,Undirected,1992,,,1
Pascal Neveu,Guilhem SempÃ©rÃ©,Undirected,1993,,,1
Maria Theresa Cunanan,Kurtis Heimerl,Undirected,1994,,,1
Ericluis TaÃ±ada,Ariel C. Blanco,Undirected,1995,,,2
Prospero C. Naval Jr.,Mark A. Clutario,Undirected,1996,,,1
Louisse Anne C. Fulgencio,Jasper Madalipay,Undirected,1997,,,1
Lawrence Y. Materum,David Sta Maria,Undirected,1998,,,1
Joel L. Cuello,Audrey Gayle Alexis Y. Chua-Unsu,Undirected,1999,,,1
Trevor Rife,Andrzej Kilian,Undirected,2000,,,1
Zne Jung Lee,So Tsung Chou,Undirected,2001,,,1
John Meynard Sanchez,Ava Marie Villareal,Undirected,2002,,,1
Timothy Oliver D Danganan,Leonard U. Ambata,Undirected,2003,,,1
Krister Ian Daniel Z. Roquel,Alexis M. Fillone,Undirected,2004,,,2
John Richard E. Hizon,Jhake Zebedee Aquino,Undirected,2005,,,1
John Richard E. Hizon,Hazel Deluso Laure Anastacia Ballesil Alvarez,Undirected,2006,,,1
Shania Xylene A. Miguel,Rommel M. Anacan,Undirected,2007,,,1
Richard Finkers,Qi Sun,Undirected,2008,,,1
Shih Lun Chen,Chi Hao Lioa,Undirected,2009,,,1
Jessica Pauline C. Afalla,Arnel A. Salvador,Undirected,2010,,,2
Ruelle Yutuc,Deanne Bianca Roque,Undirected,2011,,,1
Ryan Christopher Pinca,Manolito Octaviano Jr.,Undirected,2012,,,1
Allimzon M. Lim,Allan Jeffrey C Bacar,Undirected,2013,,,1
Uwe Scholz,Pierre Carceller,Undirected,2014,,,1
Melvin K. Cabatuan,Argel A. Bandala,Undirected,2015,,,1
Ryan Vinluan,John Bernard Croox,Undirected,2016,,,1
Xing Gu,Hao Yu,Undirected,2017,,,1
Nilo M. Arago,Edgar Galido,Undirected,2018,,,1
Ryan Rhay P. Vicerra,Reagan L. Galvez,Undirected,2019,,,4
Francisco C. Eugenio,Ardhee Joy T. Ocampo,Undirected,2020,,,1
Pearl Mars,Czar Jakiri Soriano Sarmiento,Undirected,2021,,,1
Joshua Rodgregor E. Medina,Joel C. De Goma,Undirected,2022,,,1
Somkiat Mansumitrchai,Jason Lim Chiu,Undirected,2023,,,1
I. C. Valenzuela,Erica D. Vizcarra,Undirected,2024,,,1
Rex John Lewis L Tan,Ralph Ian R Astillero,Undirected,2025,,,1
Naymesh Mistry,Brian Pearce,Undirected,2026,,,1
Karl Jason B. Manait,Francis Aldrine A. Uy,Undirected,2027,,,1
Joseph Bryan G. Ibarra,Carlo Reese F. Borja,Undirected,2028,,,1
Vincent D. Modrigo,Arielle C. Cabautan,Undirected,2029,,,1
Reinhard Simon,Dave Matthews,Undirected,2030,,,1
Alexis L. Carreos,Alejandro H. Ballado,Undirected,2031,,,1
John Meynard Sanchez,Drew Dolot,Undirected,2032,,,1
Rheo B. Lamorena-Lim,Edgar A. Vallar,Undirected,2033,,,2
Trisha Regine P. Wang,Juan Miguel C. Roman,Undirected,2034,,,1
Vincent I. Nworgu,Jennifer C. Dela Cruz,Undirected,2035,,,1
N. Zhang,C. Klitis,Undirected,2036,,,1
Jonathan Wren,Iain Milne,Undirected,2037,,,1
Solomon See,Carolyn Domingo,Undirected,2038,,,1
Keneth Sedilla,Fatima Mae Luto,Undirected,2039,,,1
Sheila R. Lingaya,Bobby D. Gerardo,Undirected,2040,,,2
Danielle Diane C. Almiranez,Celina Nadine V. Catindig,Undirected,2041,,,2
Rocky Marcelino,Jorge Gil Angeles,Undirected,2042,,,1
P. Prasuna Rani,F. Holecz,Undirected,2043,,,1
Wesley Kaiser Lim,Maria Theresa Gusad De Leon,Undirected,2044,,,1
Rowena Cristina L. Guevara,Ann Franchesca B. Laguna,Undirected,2045,,,2
Joy Nathalie M Avelino,Carmi Anne Loren Mora,Undirected,2046,,,1
Jason L. Espanola,Elmer P. Dadios,Undirected,2047,,,2
N. Oliver,Alexander De Los Reyes,Undirected,2048,,,1
Younchan Jung,Marnel Peradilla,Undirected,2049,,,1
Raphael Angelo Orbe,Macario O. Cordel II,Undirected,2050,,,1
Jayson Piquero,Hiranya Jayakody,Undirected,2051,,,1
P. Amuthalakshmi,Debra Ferdinand-James,Undirected,2052,,,1
Katrina B. Calpito,Cecil Jose A. Delfinado,Undirected,2053,,,1
Daniel Stanley Tan,Angelyn Lao,Undirected,2054,,,2
Oswald L. Sapang,John Anthony C. Jose,Undirected,2055,,,1
Danica Love E. Suterio,Cristelle Marie I. Juare,Undirected,2056,,,1
Julius Sese,Charmaine C. Paglinawan,Undirected,2057,,,1
Kate Kristian M. Olasiman,John Jairus D.P. Eslit,Undirected,2058,,,1
Rryma Mae Allam,Roxanne Sordilla,Undirected,2059,,,1
Jennifer C.Dela Cruz,Angelika Mae B. DiÃ±o,Undirected,2060,,,1
Jonen Lery L. Ibanez,Flordeliza L. Valiente,Undirected,2061,,,1
Romeo Jorda,Benjamin Molina,Undirected,2062,,,1
Gordon Stephen,Clarysabel Tovar,Undirected,2063,,,1
Nestor Michael C. Tiglao,Maria Erika M. Valenzuela,Undirected,2064,,,1
Ericson D. Dimaunahan,Analyn N. Yumang,Undirected,2065,,,3
Renz Anthony Supangan,Eric B. Blancaflor,Undirected,2066,,,1
Guillaume Cornut,Clay Birkett,Undirected,2067,,,1
Micah Antoinette B. Antonio,Manuel I. Ligeralde,Undirected,2068,,,1
Joseph Castillo,Isaiah Mari Zebedia Bautista,Undirected,2069,,,2
Pascal Neveu,Jeremy D. Edwards,Undirected,2070,,,1
Nickolai Alexandrov,Kenneth L. McNally,Undirected,2071,,,1
Renann G. Baldovino,Paul Dominick E. Baniqued,Undirected,2072,,,2
Ricca May Reyes,Erwin John Domingo,Undirected,2073,,,1
Homer M. Pagkalinawan,Crystal Grace P. Dimalanta,Undirected,2074,,,2
Qi Sun,Pascal Neveu,Undirected,2075,,,1
Justin L. Co,Angelo Bruce L Magpantay,Undirected,2076,,,1
Ronnie Concepcion,Argel A. Bandala,Undirected,2077,,,1
Maria Araiza Alejandrino,Clarissa Jane Mesias,Undirected,2078,,,1
Maria Theresa Gusad De Leon,John Richard E. Hizon,Undirected,2079,,,1
Sebastian Raubach,Jan Erik Backlund,Undirected,2080,,,1
Nathaniel J.C. Libatique,J. A. Dela Cruz,Undirected,2081,,,1
G. G. Ponnurangam,E. Quicho,Undirected,2082,,,1
Thanatcha Panpairoj,Sequoia Beckman,Undirected,2083,,,1
Guillaume Bauchet,Dave Matthews,Undirected,2084,,,1
Vanessa Tan,Gabriel Perez,Undirected,2085,,,1
Merlin M. Mendoza,Kyle Ezekiel S. Juadines,Undirected,2086,,,3
Zechariah B. Jimenez,Kelvin C. BuÃ±o,Undirected,2087,,,1
Mark Joshua Lvelasco,Christine Joy T. Dinio,Undirected,2088,,,1
Marie AngÃ©lique Laporte,Guilhem SempÃ©rÃ©,Undirected,2089,,,1
Yogi Tri Prasetyo,Juan Edmund F. Martinez,Undirected,2090,,,1
Rodolfo C. Salvador,Elmer P. Dadios,Undirected,2091,,,2
Jan Carlo D. Rabacca,Edwin Sybingco,Undirected,2092,,,1
Pierre Larmande,Manuel Ruiz,Undirected,2093,,,1
Laurence A. Gan Lim,Gerardo L. Augusto,Undirected,2094,,,4
Mary Jane C. Samonte,Elcid A. Serrano,Undirected,2095,,,1
Jun Rangie C. Obispo,Glen Charles Lopez,Undirected,2096,,,1
Kimmi Dela Rea,Jennifer C. Dela Cruz,Undirected,2097,,,1
Nestine Hope S. Hernandez,Henry N. Adorna,Undirected,2098,,,8
Lean Karlo S. Tolentino,Joellah Keren Rapisora,Undirected,2099,,,1
Neil Kenneth T. Mendoza,Karl Vincent G. Castillo,Undirected,2100,,,1
Philip A. Martinez,Esther Han Beol Jang,Undirected,2101,,,1
Jhelsea Credo,Chris Vincent Jagunap Densing,Undirected,2102,,,1
Princess Mae D Macatuno,Oswald L. Sapang,Undirected,2103,,,1
Justin Yollo C. Gonzales,Elmer P. Dadios,Undirected,2104,,,1
Eunice Sari,Ellen Yi Luen Do,Undirected,2105,,,1
Christine Diane Lim Ramos,Bernadyn Cagampan,Undirected,2106,,,1
Toni Jan Keith Monserrat,Kyoungwon Seo,Undirected,2107,,,1
Raymond R. Tan,Michelle Almendrala,Undirected,2108,,,1
Sahnir Yap,Rancelli Jane Roxas,Undirected,2109,,,1
Ralph Vincent J Regalado,Angelo Bruce L Magpantay,Undirected,2110,,,1
Nathaniel Oco,Alron Jan Lam,Undirected,2111,,,1
Aynna Claudine G MaÃ±osca,Allan Jeffrey C Bacar,Undirected,2112,,,1
M. Sunil Kumar,A. Maunahan,Undirected,2113,,,1
Vasudeva Rao Aravind,Igor Jurcic,Undirected,2114,,,1
Ivan Perez-Masias,Brian Pearce,Undirected,2115,,,1
Leah G. Rodriguez,Christopher A. Rodriguez,Undirected,2116,,,1
Nino Rigo Emil G. Lim,Muhaimin Rex C. Lagurin,Undirected,2117,,,1
Joel Joseph S. Marciano,Adrian C. Salces,Undirected,2118,,,1
Mary Joy Porlaje,Kristine Mae Jimenez,Undirected,2119,,,1
Sam Jason Vasquez,John Richard E. Hizon,Undirected,2120,,,1
Hernanie T. Salazar,Arnel A. Salvador,Undirected,2121,,,1
Proceso Fernandez Jr.,Gabriel Alberto A. Sanchez,Undirected,2122,,,1
Rizza T. Loquias,Mar Francis D.De Guzman,Undirected,2123,,,1
Damasa M. Macandog,Ariel C. Blanco,Undirected,2124,,,1
Carlos Matthew P. Cases,Annamitz A. Rapliza,Undirected,2125,,,1
Jan Anthony Vince V Macatangay,Argel A. Bandala,Undirected,2126,,,1
Arven I. Cafe,Anthony Montecillo,Undirected,2127,,,1
Ryan Rhay P. Vicerra,Archie B. Maglaya,Undirected,2128,,,2
Paul D. Shaw,Marie AngÃ©lique Laporte,Undirected,2129,,,1
Jose Mari H. Catipay,D. L. Jaime Caro,Undirected,2130,,,1
Reynaldo E. Castillo,Carl Jayson Cheng,Undirected,2131,,,1
Pierre Larmande,Marie AngÃ©lique Laporte,Undirected,2132,,,1
Ryan Richard H. Guadana,Kristine Claire B. Andaya,Undirected,2133,,,1
Nahuel Soldevilla,Dave Matthews,Undirected,2134,,,1
Najie M. Pandian,Aileen B. Caberos,Undirected,2135,,,2
Shawn Michael F. Fabrigar,Gilbert B. Hollman,Undirected,2136,,,1
Kevin Ted Coderes,Gino James Estacio,Undirected,2137,,,1
Steven Lorenzo Mindoro,Gio Ishmael Evidente,Undirected,2138,,,2
Manuel Ruiz,John Robert Mendoza,Undirected,2139,,,1
Sheanne Eric P. Cabantac,Erees Queen B. Macabebe,Undirected,2140,,,1
Sebastian Raubach,Naymesh Mistry,Undirected,2141,,,1
Manuel Joseph C. Loquias,Joseph Ray Clarence G. Damasco,Undirected,2142,,,1
Steven Matthew Cheng,Neil Irwin Bernardo,Undirected,2143,,,1
Hideaki Kitahara,Elmer Surat Estacio,Undirected,2144,,,1
Thelma Domingo Palaoag,Alvin R. Malicdem,Undirected,2145,,,1
P. Prasadini,E. Quicho,Undirected,2146,,,1
Charisse Hong,Carlo Adriano,Undirected,2147,,,1
Paulo Miguel S. Capuz,Eva R. Samillano,Undirected,2148,,,1
Marc Driz Rosales,Ian Christian Fernandez,Undirected,2149,,,1
Shawn Michael L. Lamod,Ernest P. MacAlalad,Undirected,2150,,,1
Ria Rodette G De La Cruz,Joel P. Ilao,Undirected,2151,,,1
Paulo R. Flores,Noel B. Linsangan,Undirected,2152,,,1
Prane Mariel B. Ong,Aaron Spencer K. Ngo,Undirected,2153,,,1
Patrick Kyle H. Juan,Joan Xyrel P. De Mesa,Undirected,2154,,,1
Tomohiro Shibata,Dean Karlo Bardeloza,Undirected,2155,,,1
Mark Vener D. Vergara,Charmaine A. Cruz,Undirected,2156,,,2
Lean Karlo S. Tolentino,Emmanuel G. Justine Enrico,Undirected,2157,,,1
Nicko D. Casi,Arnold C. Paglinawan,Undirected,2158,,,1
Sharleen Joy Y. Go,Isabel Austria,Undirected,2159,,,1
Matthew De Vera,Maria Theresa Gusad De Leon,Undirected,2160,,,1
William P. Rey,Eugene Paolo E. Signo,Undirected,2161,,,1
Wella Tatil,A. Patrice Xandria Mari,Undirected,2162,,,1
Raymund C. Sison,Neil Patrick Del Gallego,Undirected,2163,,,1
Thelma Domingo Palaoag,Josephine S. Dela Cruz,Undirected,2164,,,1
Rafael Atillo Espiritu,Nelson Buntimil Arboleda,Undirected,2165,,,1
Guillaume Cornut,Grzegorz Uszynski,Undirected,2166,,,1
Larry Vea,Camille Bencito,Undirected,2167,,,1
Trevor Rife,Ivan Perez-Masias,Undirected,2168,,,1
P. Prasadini,M. Sunil Kumar,Undirected,2169,,,1
Lois Klaryze Osayta,John Adriel Benolirao,Undirected,2170,,,1
Brent Andrew Q. Mendez,Alejandro H. Ballado,Undirected,2171,,,1
Wilbert Jethro R. Limjoco,Alessandro T. Santiago,Undirected,2172,,,1
Roy Francis Navea,Hanna Corazon Yatco,Undirected,2173,,,1
Ling Ling Li,Kathleen B. Aviso,Undirected,2174,,,1
T. M. Rollan,S. Y. Magtalas,Undirected,2175,,,1
Mohamed Mohamed Tolba Said,Craig Refugio,Undirected,2176,,,1
Uwe Scholz,Guillaume Cornut,Undirected,2177,,,1
Joyce Anne Laurete,Edgardo G. Macatulad,Undirected,2178,,,1
Derell S. Arellano,Adonis S. Santos,Undirected,2179,,,1
Ulyses A. Solon Jr,Guido David,Undirected,2180,,,1
Matthias Lange,Bruno Vasques Costa,Undirected,2181,,,1
Jessica Joy Bahayanan Gonzales,Hannah Leah Toledo Rebosura,Undirected,2182,,,1
Rafael Abbeloos,Matthias Lange,Undirected,2183,,,1
Jay Nickson T. Tabing,Anne Loraine L. Avelino,Undirected,2184,,,1
Emeliza R. Yabut,Annaliza E. Catacutan-Bangit,Undirected,2185,,,1
Joanne Lorie R. Rivera,Jeffrey R.R. Victorino,Undirected,2186,,,1
Kelly Robbins,Guillaume Bauchet,Undirected,2187,,,1
Irish Joy S. Maguddatu,DIether G. Catajay,Undirected,2188,,,1
Jayson Raymund D. Bermudez,Emeliza R. Yabut,Undirected,2189,,,1
Lukas A. Mueller,David A. Lyon,Undirected,2190,,,1
Yongsung Kwon,Joseph T. Brascher,Undirected,2191,,,1
Meo Vincent C. Caya,Bien Carlo B. Halili,Undirected,2192,,,1
Mharela Angela A. Tan,Arsenic S. Publico,Undirected,2193,,,6
Raylene Caviles,Karina Gayle Flores,Undirected,2194,,,1
H. M. Solomon,C. L. Ringor,Undirected,2195,,,1
Solomon Oluyinka,Anatalia N. Endozo,Undirected,2196,,,1
Stephan Kupsch,Randy Joy M. Ventayen,Undirected,2197,,,1
Patrick Kenneth Yambao,Jose Martin Z. Maningo,Undirected,2198,,,1
Guat Yee Toh,Gil Nonato C. Santos,Undirected,2199,,,1
Ruji P. Medina,Rhowel M. Dellosa,Undirected,2200,,,2
Uon Leapheng,Calvin Alexander Ng,Undirected,2201,,,1
Walter Van J. Ramos,Gerald T. Cayabyab,Undirected,2202,,,1
Riggs Anton D. Alvarico,Andrea R. Matira,Undirected,2203,,,2
Shielo Baes Namuco,Ellen Mae C. Leonardo,Undirected,2204,,,1
Olga Joy Labajo-Gerasta,Floyd Ferrant B. Fortes,Undirected,2205,,,1
Gerald Angelo Catindig,Arven I. Cafe,Undirected,2206,,,1
Puthick Hok,Philip Glaser,Undirected,2207,,,1
Lemuel Clark P. Velasco,Gary Paolo O. Macasieb,Undirected,2208,,,1
Nicco Nocon,Charibeth Cheng,Undirected,2209,,,1
Venice Juanillas,Jason Haga,Undirected,2210,,,1
Kai Lung Hua,Arren Matthew C Antioquia,Undirected,2211,,,1
Ravi D. Militar,Briane Paul V. Samson,Undirected,2212,,,1
Edward B. Panganiban,Arnold C. Paglinawan,Undirected,2213,,,1
Guillaume Cornut,Guillaume Bauchet,Undirected,2214,,,1
Elmer P. Dadios,Crizel Aile N. Hilario,Undirected,2215,,,1
Lois Klaryze Osayta,Anton Jaie De Joya,Undirected,2216,,,1
Romeo Jorda,Micaela Joyce Oledan,Undirected,2217,,,1
Pascal Neveu,Ivan Perez-Masias,Undirected,2218,,,1
Robee Khyra Mae J. Te,Alden Luc R. Hade,Undirected,2219,,,1
Romeo Jorda,Christopher Buban,Undirected,2220,,,1
Shaina Mara D. Caguicla,Rhen Anjerome R. Bedruz,Undirected,2221,,,1
Eugene Paolo E. Signo,Elcid A. Serrano,Undirected,2222,,,1
Marc Derik Lopez,Louis Poblete AlarcÃ³n,Undirected,2223,,,1
Louis Poblete AlarcÃ³n,John Felix Cabanlong,Undirected,2224,,,1
C. Paglinawan Charmaine,C. Paglinawan Arnold,Undirected,2225,,,1
Phoebe Mae L. Ching,Jayson P. Rogelio,Undirected,2226,,,1
Rowell M. Forones,Renann G. Baldovino,Undirected,2227,,,1
Ralen Rose Gloria Malatbalat,Maria Theresa De Leon,Undirected,2228,,,1
Joyce A. Balinquit,Emeliza R. Yabut,Undirected,2229,,,1
Remedios de Dios Bulos,Conrado Ruiz,Undirected,2230,,,2
Jessica Mae S. Salvador,Anthony H. Kwong,Undirected,2231,,,1
Louise Gillian C. Bautista,Alfonso B. Labao,Undirected,2232,,,1
Ronald C. Macatangay,Lenherald Lim,Undirected,2233,,,2
Ruji P. Medina,Jayvee Christopher N. Vibar,Undirected,2234,,,2
Ryan Sze,Ann E. Dulay,Undirected,2235,,,2
Christian Joseph Ronquillo,Aristotle T. Ubando,Undirected,2236,,,1
Toby Bi,Luke S. Trainor,Undirected,2237,,,1
Robert T. Nericua,Krisha Dawn J. Dura,Undirected,2238,,,1
Rowena B. Carpio,Rizalinda L. De Leon,Undirected,2239,,,3
Allona Jane M. Nanoz,Adonis S. Santos,Undirected,2240,,,1
Ming Lang Tseng,Kathleen B. Aviso,Undirected,2241,,,1
Jhelsea Credo,George Procyon Cabrera,Undirected,2242,,,1
Kai Lung Hua,Arnulfo P. Azcarraga,Undirected,2243,,,2
Rommel M. Anacan,Leo D.P. Cubillan,Undirected,2244,,,1
Mike Miguel B. Magalang,Francesca Louise P. Bulanon,Undirected,2245,,,1
Vhon Cedric S. Cua,Benette P. Custodio,Undirected,2246,,,1
Jayvee P. Villanueva,I. C. Valenzuela,Undirected,2247,,,1
Maikel Verouden,Ivan Perez-Masias,Undirected,2248,,,1
Gaetan Droc,Beth Plale,Undirected,2249,,,1
Ryan Rhay P. Vicerra,Lourdes T. Baldelomar,Undirected,2250,,,1
R. A. Apura,Geozza D. Tan,Undirected,2251,,,1
Mary Grace Malana,Laurenz Adriel Tolentino,Undirected,2252,,,1
Charmaine D. Te,Aaron Don M. Africa,Undirected,2253,,,1
Princess Zafe,Jeremias Coquia,Undirected,2254,,,1
Joshua E. Refe,Jason Cedrick L. Batimana,Undirected,2255,,,1
Mary Anne O De Jesus,Argel A. Bandala,Undirected,2256,,,1
Emilio Joaquin R. Castillo,Aena Camille M. Arsua,Undirected,2257,,,1
R. A. Apura,M. A.G. Manalili,Undirected,2258,,,1
Patricia Kristen A. Dela Cruz,Edgardo G. Macatulad,Undirected,2259,,,1
Philip Glaser,Nicolas Morales,Undirected,2260,,,1
Walfrido David Diy,Marika Gianina Fernandez,Undirected,2261,,,1
Locedie Mansueto,Jason Haga,Undirected,2262,,,1
Syre Aires Destiny V. Jacinto,Justine Roy A. Punzalan,Undirected,2263,,,1
Jose Paulo L. Atienza,Archie B. Maglaya,Undirected,2264,,,1
Diana Rose T. Rivera,Aristotle T. Ubando,Undirected,2265,,,1
Meo Vincent C. Caya,Gabriel F. Santos,Undirected,2266,,,1
David S. Marshall,Chaitanya Sarma,Undirected,2267,,,1
Maritoni Escalona,Edward P. Tighe,Undirected,2268,,,1
Reynald Merabite,John Michael Rodriguez,Undirected,2269,,,1
Maria Jezebel Jimenez,Cinmayii Manliguez,Undirected,2270,,,1
Thelma Domingo Palaoag,Christian dela Cruz,Undirected,2271,,,1
Richard Finkers,Iain Milne,Undirected,2272,,,1
Raouf Naguib,Edison A. Roxas,Undirected,2273,,,1
Ryan Rhay P. Vicerra,John Anthony C. Jose,Undirected,2274,,,2
Leonard U. Ambata,Kevin S. Manalang,Undirected,2275,,,1
Louis Poblete AlarcÃ³n,Don F. Sayson,Undirected,2276,,,1
Lanndon A. Ocampo,Justin Marie T. Cuizon,Undirected,2277,,,1
Jocelyn Flores Villaverde,Darvin M. Taghoy,Undirected,2278,,,1
S. Pazhanivelan,N. S. Sudarmanian,Undirected,2279,,,1
Pierre Allan K. Santiago,John Paul V. Guim,Undirected,2280,,,1
Matt Ervin G. Mital,Elmer P. Dadios,Undirected,2281,,,1
Trizia C. Dimalanta,Jorge Emmanuel S Miciano,Undirected,2282,,,1
Jaime D.L. Caro,Celina T. Hebron,Undirected,2283,,,1
Ericson D. Dimaunahan,Alec Denji S. Santos,Undirected,2284,,,1
Viana C. Calaminos,Pierre Larmande,Undirected,2285,,,1
Jose Martin Z. Maningo,Joel L. Cuello,Undirected,2286,,,1
Elmer P. Dadios,Basil Anton E. Sarmiento,Undirected,2287,,,1
Ryosuke Takada,Adi Tedjasaputra,Undirected,2288,,,1
Prince Aldrin Domer,Gemalyn Abrajano,Undirected,2289,,,1
Phil Andre E. Lolor,Mc Auley Tumarong,Undirected,2290,,,1
E. M. Eduardo Mendoza,Celbert Mirasol Himang,Undirected,2291,,,1
Younchan Jung,Ronnel Agulto,Undirected,2292,,,1
Robert Kerwin C. Billones,Edwin J. Calilung,Undirected,2293,,,1
Lukas A. Mueller,Clay Birkett,Undirected,2294,,,1
Valentin Guignon,Trevor Rife,Undirected,2295,,,1
Aniana Sofia M. Espiritu,Abigail Hannah B. Torres,Undirected,2296,,,1
Robert Kerwin C. Billones,Alexis M. Fillone,Undirected,2297,,,4
Sophia Sandoval,Benette P. Custodio,Undirected,2298,,,1
Cris Edward Tomboc,Arianne Grace Dela Cruz,Undirected,2299,,,1
Wen Yaw Chung,Febus Reidj G. Cruz,Undirected,2300,,,1
Raphael Bihis,Jaimie Bringas,Undirected,2301,,,1
Martin Basterrechea Salido,Jonathan Wren,Undirected,2302,,,1
Mathieu Rouard,Jonathan Wren,Undirected,2303,,,1
Ricky B. Nellas,Abdul Rashid B. Sampaco,Undirected,2304,,,1
